Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,03/30/2024 12:11:29 AM,03/30/2024 12:13:13 AM,ATL Drunk Driver,UNABLE TO LOCATE,24082759,"W 11TH AVE/S DANEBO AVE, EUG",3,,03/30/2024
,03/30/2024 12:06:51 AM,03/30/2024 12:06:51 AM,Person Stop,ADVISED,24082755,"W 1ST AVE/SENECA RD, EUG",6,,03/30/2024
,03/31/2024 11:59:10 PM,04/01/2024 12:02:59 AM,Traffic Hazard,ADVISED,24084294,"W 11TH AVE/S BERTELSEN RD, EUG",3,,03/31/2024
,03/31/2024 11:41:05 PM,03/31/2024 11:46:30 PM,Prowler(s),CITED IN LIEU OF CUSTODY,24084286,"104 CLEVELAND ST, EUG",3,2404645,03/31/2024
,03/31/2024 11:32:04 PM,03/31/2024 11:35:33 PM,Criminal Trespass,GONE ON ARRIVAL,24084284,"2121 MARTIN LUTHER KING JR BLVD, EUG",3,,03/31/2024
,03/31/2024 11:18:31 PM,03/31/2024 11:18:31 PM,Traffic Stop,FIELD INVESTIGATION,24084274,"HWY 99N/ROYAL AVE, EUG",6,,03/31/2024
,03/31/2024 10:33:09 PM,03/31/2024 10:33:09 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24084258,"733 HWY 99N, EUG",6,,03/31/2024
,03/31/2024 10:26:00 PM,03/31/2024 11:21:22 PM,Loud Noise,QUIET ON ARRIVAL,24084254,"1775 W 9TH PL, EUG",5,,03/31/2024
,03/31/2024 10:10:55 PM,03/31/2024 10:38:54 PM,Dispute,GONE ON ARRIVAL,24084244,"954 PEARL ST, EUG",3,,03/31/2024
,03/31/2024 10:01:40 PM,03/31/2024 10:45:38 PM,Dispute,ADVISED,24084242,"90 COMMONS DR, EUG",3,,03/31/2024
,03/31/2024 09:42:33 PM,03/31/2024 11:48:12 PM,Loud Noise,QUIET ON ARRIVAL,24084230,"1490 LINDA AVE, EUG",5,,03/31/2024
,03/31/2024 09:38:14 PM,03/31/2024 09:52:24 PM,Unlawful Vehicle Entry,INFORMATION ONLY,24084227,"2200 MARTIN LUTHER KING JR BLVD, EUG",3,,03/31/2024
,03/31/2024 09:37:41 PM,03/31/2024 09:37:41 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24084226,"GARFIELD ST/W BROADWAY, EUG",6,,03/31/2024
,03/31/2024 09:31:37 PM,03/31/2024 09:31:37 PM,Traffic Stop,SOBRIETY CHECK,24084223,"W 7TH AVE/POLK ST, EUG",6,,03/31/2024
,03/31/2024 09:16:09 PM,03/31/2024 09:22:20 PM,Motor Vehicle Unknown,ASSISTED,24084210,"155 I105 EB, EUG",1,,03/31/2024
,03/31/2024 09:08:44 PM,03/31/2024 10:43:15 PM,Dispute,REPORT TAKEN,24084203,"1424 OAK PATCH RD, EUG",3,2404642,03/31/2024
,03/31/2024 09:07:33 PM,03/31/2024 09:09:01 PM,Disorderly Subject,CITED IN LIEU OF CUSTODY,24084202,"W 5TH AVE/ADAMS ST, EUG",3,2404639,03/31/2024
,03/31/2024 09:01:45 PM,04/01/2024 01:48:44 AM,Dispute,WELFARE CHECK DONE,24084196,"3914 CENTURY DR, EUG",3,,03/31/2024
,03/31/2024 08:56:25 PM,03/31/2024 08:56:26 PM,Traffic Stop,WARNING,24084192,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/31/2024
,03/31/2024 08:49:34 PM,,Fraud,REPORT TAKEN,24084190,"3291 W 17TH AVE, EUG",P,2404636,03/31/2024
,03/31/2024 08:44:01 PM,03/31/2024 09:30:22 PM,Suspicious Subject(s),ADVISED,24084183,"1331 HIGH ST, EUG",3,,03/31/2024
,03/31/2024 08:43:29 PM,03/31/2024 08:49:54 PM,Assault,REPORT TAKEN,24084182,"W BROADWAY/OLIVE ST, EUG",3,2404640,03/31/2024
,03/31/2024 07:58:22 PM,03/31/2024 07:58:22 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24084153,"W 11TH AVE/S DANEBO AVE, EUG",6,,03/31/2024
,03/31/2024 07:49:37 PM,03/31/2024 07:49:37 PM,Traffic Stop,WARNING,24084149,"E 7TH AVE/PEARL ST, EUG",6,,03/31/2024
,03/31/2024 07:27:11 PM,03/31/2024 07:31:13 PM,Stop Sign Down,RESOLVED,24084140,"N CLAREY ST/RIVIERA, EUG",3,,03/31/2024
,03/31/2024 06:56:17 PM,03/31/2024 07:29:03 PM,Hit & Run,PATROL CHECK,24084114,"W 11TH AVE/COMMERCE ST, EUG",3,,03/31/2024
,03/31/2024 06:48:06 PM,03/31/2024 06:52:36 PM,Dispute,RESOLVED,24084110,"425 E 12TH AVE, EUG",2,,03/31/2024
,03/31/2024 06:38:05 PM,03/31/2024 06:38:05 PM,Traffic Stop,ARREST,24084100,"W 7TH AVE/BLAIR BLVD, EUG",6,2404633,03/31/2024
,03/31/2024 06:37:52 PM,03/31/2024 06:48:58 PM,Alarm,REPORT TAKEN,24084099,"2395 W 7TH PL, EUG",3,2404634,03/31/2024
,03/31/2024 06:28:30 PM,03/31/2024 06:29:03 PM,"Accident, Vehicle-Bike",ASSISTED,24084090,"LORANE HWY/STOREY BLVD, EUG",1,,03/31/2024
,03/31/2024 06:18:25 PM,03/31/2024 06:19:49 PM,Dispute,ADVISED,24084082,"500 BERNTZEN RD, EUG",P,,03/31/2024
,03/31/2024 06:08:43 PM,03/31/2024 06:12:08 PM,Found Animal(s),UNFOUNDED,24084078,"2644 RIVER RD, EUG",5,,03/31/2024
,03/31/2024 05:56:44 PM,03/31/2024 05:56:44 PM,Traffic Stop,WARNING,24084072,"COBURG RD/CHAD DR, EUG",6,,03/31/2024
,03/31/2024 05:56:31 PM,03/31/2024 08:15:52 PM,Hit & Run,REPORT TAKEN,24084071,"1080 W 7TH AVE, EUG",4,2404635,03/31/2024
,03/31/2024 05:50:33 PM,03/31/2024 05:50:33 PM,Disabled Vehicle(s),ASSISTED,24084067,"DELTA NB OFRP/WILLAGILLESPIE RD, EUG",P,,03/31/2024
,03/31/2024 05:41:58 PM,03/31/2024 05:47:08 PM,Sign Down,ADVISED,24084064,"CHASE ST/ROYAL AVE, EUG",3,,03/31/2024
,03/31/2024 05:16:59 PM,03/31/2024 05:29:26 PM,Armed Subject(s),PATROL CHECK,24084053,"11 COBURG RD, EUG",3,,03/31/2024
,03/31/2024 05:00:45 PM,03/31/2024 05:15:56 PM,Reckless Driving,UNABLE TO LOCATE,24084044,"AVALON ST/LEGACY ST, EUG",3,,03/31/2024
,03/31/2024 04:58:47 PM,03/31/2024 04:58:47 PM,Traffic Stop,WARNING,24084042,"HWY 99N/ROYAL AVE, EUG",6,,03/31/2024
,03/31/2024 04:42:13 PM,,Theft from Vehicle,REPORT TAKEN,24084033,"300 COUNTRY CLUB RD, EUG",P,2404629,03/31/2024
,03/31/2024 04:39:54 PM,03/31/2024 04:50:38 PM,Dispute,WELFARE CHECK DONE,24084029,"3515 KINSROW AVE, EUG",4,,03/31/2024
,03/31/2024 04:32:53 PM,03/31/2024 05:45:04 PM,Disorderly Subject,GONE ON ARRIVAL,24084025,"1604 TANEY ST, EUG",3,,03/31/2024
,03/31/2024 04:32:35 PM,03/31/2024 04:32:36 PM,Traffic Stop,WARNING,24084024,"BETHEL DR/EDISON ST, EUG",6,,03/31/2024
,03/31/2024 04:30:25 PM,03/31/2024 04:56:30 PM,Dispute,GONE ON ARRIVAL,24084020,"450 HWY 99N, EUG",3,,03/31/2024
,03/31/2024 03:59:11 PM,03/31/2024 04:07:10 PM,Assault,REPORT TAKEN,24084008,"1077 POLK ST, EUG",3,2404632,03/31/2024
,03/31/2024 03:53:54 PM,,Criminal Mischief,REPORT TAKEN,24084007,"1650 MILLRACE DR, EUG",P,2404627,03/31/2024
,03/31/2024 03:47:19 PM,03/31/2024 04:36:55 PM,Traffic Hazard,GONE ON ARRIVAL,24084004,"DELTA NB HWY/BELTLINE EB, EUG",3,,03/31/2024
,03/31/2024 03:44:13 PM,03/31/2024 03:50:56 PM,Injured Animal(s),REPORT TAKEN,24083999,"5209 GLENN ELLEN DR, EUG",4,2404631,03/31/2024
,03/31/2024 03:29:35 PM,03/31/2024 03:33:07 PM,Dispute,ADVISED,24083988,"BELL AVE/CHASE ST, EUG",6,,03/31/2024
,03/31/2024 03:04:29 PM,03/31/2024 04:08:15 PM,Dispute,ADVISED,24083973,"1649 E 23RD AVE, EUG",3,,03/31/2024
,03/31/2024 02:28:17 PM,03/31/2024 02:39:49 PM,Disorderly Subject,ARREST,24083951,"1810 W 7TH AVE, EUG",3,2404626,03/31/2024
,03/31/2024 02:17:45 PM,03/31/2024 02:20:36 PM,Assist Outside Agency,ASSISTED,24083946,"2109 VAN BUREN ST, EUG",3,,03/31/2024
,03/31/2024 02:11:13 PM,03/31/2024 02:12:22 PM,Dispute,WELFARE CHECK DONE,24083936,"335 W 11TH AVE, EUG",3,,03/31/2024
,03/31/2024 02:04:12 PM,03/31/2024 06:07:51 PM,Dispute,ADVISED,24083933,"2090 W IRWIN WAY, EUG",3,,03/31/2024
,03/31/2024 01:54:27 PM,03/31/2024 08:29:54 PM,Criminal Trespass,GONE ON ARRIVAL,24083929,"2887 ROOSEVELT BLVD, EUG",4,,03/31/2024
,03/31/2024 01:52:58 PM,03/31/2024 01:52:58 PM,Disabled Vehicle(s),RESOLVED,24083926,"BARGER DR/CUBIT ST, EUG",P,,03/31/2024
,03/31/2024 01:42:14 PM,03/31/2024 01:43:56 PM,Attempt to Locate,FOLLOW UP INVESTIGATION,24083919,"3545 GATEWAY ST, SPR",P,,03/31/2024
,03/31/2024 01:09:24 PM,,Theft from Vehicle,REPORT TAKEN,24083899,"1178 TAYLOR ST, EUG",P,2404623,03/31/2024
,03/31/2024 01:07:33 PM,03/31/2024 01:10:25 PM,Theft,CITED IN LIEU OF CUSTODY,24083895,"4550 W 11TH AVE, EUG",3,2404624,03/31/2024
,03/31/2024 01:02:45 PM,,Theft by Deception,REPORT TAKEN,24083892,"2466 PANORAMA DR, EUG",P,2404622,03/31/2024
,03/31/2024 12:48:43 PM,03/31/2024 12:50:46 PM,Criminal Mischief,REPORT TAKEN,24083887,"10 CREST DR, EUG",3,2404625,03/31/2024
,03/31/2024 12:37:09 PM,03/31/2024 12:37:09 PM,Illegal Burning,ADVISED,24083881,"W 11TH AVE/BUCK ST, EUG",1,,03/31/2024
,03/31/2024 12:34:11 PM,03/31/2024 12:39:41 PM,Location Stolen Property,ASSISTED,24083878,"180 W 12TH AVE, EUG",4,,03/31/2024
,03/31/2024 12:18:31 PM,03/31/2024 12:20:33 PM,Disorderly Subject,GONE ON ARRIVAL,24083872,"WILLAMETTE ST/W 34TH AVE, EUG",3,,03/31/2024
,03/31/2024 12:16:02 PM,03/31/2024 01:31:21 PM,Dispute,CALLER WILL CALL BACK,24083871,"2917-BLK AMAZON PKWY, EUG",4,,03/31/2024
,03/31/2024 12:10:04 PM,,Theft from Vehicle,REPORT TAKEN,24083868,"677 E 12TH AVE, EUG",P,2404620,03/31/2024
,03/31/2024 11:59:20 AM,03/31/2024 11:59:20 AM,Dispute,ADVISED,24083863,"W 11TH AVE/SAM REYNOLDS ST, EUG",6,,03/31/2024
,03/31/2024 11:25:03 AM,03/31/2024 11:35:32 AM,Criminal Trespass,ASSISTED,24083847,"2171 W 15TH CT, EUG",3,,03/31/2024
,03/31/2024 11:22:19 AM,,Theft,REPORT TAKEN,24083845,"1878 RIVERVIEW ST, EUG",P,2404618,03/31/2024
,03/31/2024 11:17:00 AM,,"Theft, Mail",REPORT TAKEN,24219265,"500 OLIVE ST, EUG",P,2412312,03/31/2024
,03/31/2024 11:12:39 AM,,Theft,REPORT TAKEN,24083839,"100 W 10TH AVE, EUG",P,2404617,03/31/2024
,03/31/2024 11:05:17 AM,03/31/2024 11:06:00 AM,Menacing,ASSISTED,24083833,"100 RIVER AVE, EUG",2,,03/31/2024
,03/31/2024 10:47:19 AM,,"Theft, Mail",REPORT TAKEN,24083826,"728 E 18TH ALY, EUG",P,2404615,03/31/2024
,03/31/2024 10:43:04 AM,03/31/2024 10:44:42 AM,Alarm,FALSE ALARM,24083823,"100 W 10TH AVE, EUG",P,,03/31/2024
,03/31/2024 10:37:11 AM,,Shoplifter(s),REPORT TAKEN,24083821,"4740 ROYAL AVE, EUG",P,2404614,03/31/2024
,03/31/2024 10:22:00 AM,03/31/2024 11:33:08 AM,Criminal Trespass,REPORT TAKEN,24083811,"910 WILLAMETTE ST, EUG",3,2404619,03/31/2024
,03/31/2024 10:15:19 AM,03/31/2024 11:00:03 AM,Theft of Services,PATROL CHECK,24083810,"1455 MILL ST, EUG",4,,03/31/2024
,03/31/2024 09:56:54 AM,03/31/2024 10:13:11 AM,Missing Person(s),RESOLVED,24083804,"300 COUNTRY CLUB RD, EUG",4,,03/31/2024
,03/31/2024 09:49:52 AM,03/31/2024 10:03:23 AM,Criminal Trespass,GONE ON ARRIVAL,24083797,"342 W 10TH AVE, EUG",3,,03/31/2024
,03/31/2024 09:41:33 AM,,Shoplifter(s),REPORT TAKEN,24083795,"3595 W 11TH AVE, EUG",P,2404612,03/31/2024
,03/31/2024 09:35:34 AM,03/31/2024 09:35:34 AM,Person Stop,ASSISTED,24083791,"125 N GARFIELD ST, EUG",6,,03/31/2024
,03/31/2024 09:30:12 AM,03/31/2024 09:30:12 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24083789,"1395 HWY 99N, EUG",6,,03/31/2024
,03/31/2024 09:24:38 AM,03/31/2024 09:26:33 AM,Dispute,PATROL CHECK,24083786,"W 2ND AVE/GARFIELD ST, EUG",3,,03/31/2024
,03/31/2024 09:03:41 AM,03/31/2024 09:10:09 AM,Unauthorized Use of Vehicle,INFORMATION ONLY,24083774,"1800 SKYLINE BLVD, EUG",3,,03/31/2024
,03/31/2024 09:01:32 AM,03/31/2024 09:04:58 AM,Criminal Trespass,GONE ON ARRIVAL,24083773,"834 MONROE ST, EUG",3,,03/31/2024
,03/31/2024 08:41:03 AM,03/31/2024 08:43:04 AM,Disorderly Juvenile(s),ASSISTED,24083767,"1350 ACORN PARK ST, EUG",3,,03/31/2024
,03/31/2024 08:30:52 AM,03/31/2024 09:26:02 AM,Disorderly Subject,INFORMATION ONLY,24083763,"125 E 8TH AVE, EUG",3,,03/31/2024
,03/31/2024 08:12:11 AM,03/31/2024 08:14:06 AM,Dispute,ASSISTED,24083755,"76 I105 EB, EUG",3,,03/31/2024
,03/31/2024 07:49:45 AM,03/31/2024 08:01:07 AM,Motor Vehicle No Injury,REPORT TAKEN,24083750,"E 28TH AVE/ALDER ST, EUG",3,2404611,03/31/2024
,03/31/2024 07:21:15 AM,03/31/2024 07:22:30 AM,Traffic Hazard,ARREST,24083747,"W 7TH AVE/CHAMBERS ST, EUG",3,2404610,03/31/2024
,03/31/2024 07:11:12 AM,03/31/2024 07:11:12 AM,Person Stop,ASSISTED,24083742,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/31/2024
,03/31/2024 07:09:19 AM,03/31/2024 07:18:09 AM,Dispute,WELFARE CHECK DONE,24083741,"1604 TANEY ST, EUG",3,,03/31/2024
,03/31/2024 07:04:04 AM,03/31/2024 09:11:24 AM,Criminal Trespass,GONE ON ARRIVAL,24083738,"450 WILLAMETTE ST, EUG",3,,03/31/2024
,03/31/2024 06:55:58 AM,03/31/2024 07:02:48 AM,Blocked Alley,PATROL CHECK,24083734,"100 W 10TH AVE, EUG",5,,03/31/2024
,03/31/2024 06:54:17 AM,03/31/2024 07:39:56 AM,Criminal Trespass,GONE ON ARRIVAL,24083733,"200 N MONROE ST, EUG",3,,03/31/2024
,03/31/2024 06:47:57 AM,03/31/2024 08:25:33 AM,Disorderly Subject,GONE ON ARRIVAL,24083730,"1600 ADKINS ST, EUG",3,,03/31/2024
,03/31/2024 06:22:29 AM,03/31/2024 07:06:49 AM,Traffic Hazard,GONE ON ARRIVAL,24083721,"W 6TH AVE/GARFIELD ST, EUG",3,,03/31/2024
,03/31/2024 06:18:06 AM,03/31/2024 06:26:02 AM,Dispute,FIELD INVESTIGATION,24083720,"2079 LAURELHURST DR, EUG",3,,03/31/2024
,03/31/2024 04:35:36 AM,03/31/2024 06:58:21 AM,Criminal Trespass,GONE ON ARRIVAL,24083700,"1788 W 6TH AVE, EUG",3,,03/31/2024
,03/31/2024 03:50:51 AM,03/31/2024 03:52:26 AM,Prowler(s),ADVISED,24083686,"130 RIVER AVE, EUG",3,,03/31/2024
,03/31/2024 03:43:18 AM,03/31/2024 03:43:18 AM,Traffic Stop,ADVISED,24083684,"W 11TH AVE/VAN BUREN ST, EUG",6,,03/31/2024
,03/31/2024 03:25:12 AM,03/31/2024 05:01:22 AM,Suspicious Vehicle(s),GONE ON ARRIVAL,24083678,"2159 GOLDEN GARDENS ST, EUG",3,,03/31/2024
,03/31/2024 02:44:01 AM,03/31/2024 02:53:11 AM,Suspicious Condition(s),ARREST,24083665,"E 19TH AVE/WILLAMETTE ST, EUG",8,2404608,03/31/2024
,03/31/2024 02:32:19 AM,03/31/2024 02:32:19 AM,Traffic Stop,SOBRIETY CHECK,24083662,"W 4TH AVE/WASHINGTON ST, EUG",6,,03/31/2024
,03/31/2024 02:25:21 AM,03/31/2024 02:49:58 AM,Traffic Hazard,GONE ON ARRIVAL,24083660,"W 6TH AVE/GRANT ST, EUG",3,,03/31/2024
,03/31/2024 02:22:51 AM,03/31/2024 02:26:37 AM,Unattended Child(ren),ADVISED,24083659,"3149 W 11TH AVE, EUG",3,,03/31/2024
,03/31/2024 02:22:04 AM,03/31/2024 02:22:04 AM,Fight,ASSISTED,24083658,"800 WILLAMETTE ST, EUG",P,,03/31/2024
,03/31/2024 02:07:51 AM,03/31/2024 02:07:51 AM,Traffic Stop,SOBRIETY CHECK,24083653,"E BROADWAY/PATTERSON ST, EUG",6,,03/31/2024
,03/31/2024 02:00:14 AM,03/31/2024 05:02:21 AM,Loud Noise,INFORMATION ONLY,24083650,"1500-BLK COBURG RD, EUG",5,,03/31/2024
,03/31/2024 01:51:29 AM,03/31/2024 01:54:16 AM,ATL Drunk Driver,UNABLE TO LOCATE,24083645,"669 W 7TH AVE, EUG",3,,03/31/2024
,03/31/2024 01:36:51 AM,03/31/2024 01:36:51 AM,Reckless Driving,REPORT TAKEN,24083640,"13-BLK E 11TH AVE, EUG",8,2404607,03/31/2024
,03/31/2024 01:25:32 AM,03/31/2024 01:27:16 AM,Dispute,GONE ON ARRIVAL,24083635,"767 THRONE DR, EUG",3,,03/31/2024
,03/31/2024 01:15:25 AM,03/31/2024 01:15:25 AM,Location Stolen Vehicle,FOLLOW UP INVESTIGATION,24083633,"247 E 19TH AVE, EUG",P,,03/31/2024
,03/31/2024 01:10:55 AM,03/31/2024 01:10:55 AM,Traffic Stop,SOBRIETY CHECK,24083631,"ROOSEVELT BLVD/CHAMBERS ST, EUG",6,,03/31/2024
,03/31/2024 01:06:53 AM,03/31/2024 01:06:53 AM,Person Stop,WARNING,24083630,"W 8TH AVE/LINCOLN ST, EUG",6,,03/31/2024
,03/31/2024 12:51:26 AM,03/31/2024 12:51:26 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24083625,"2110 W 6TH AVE, EUG",6,,03/31/2024
,03/31/2024 12:41:47 AM,03/31/2024 12:48:12 AM,Criminal Trespass,ASSISTED,24083623,"150 W BROADWAY, EUG",3,,03/31/2024
,03/31/2024 12:40:24 AM,03/31/2024 12:42:50 AM,ATL Drunk Driver,UNABLE TO LOCATE,24083621,"E 6TH AVE/HIGH ST, EUG",P,,03/31/2024
,03/31/2024 12:40:10 AM,03/31/2024 12:52:36 AM,Criminal Trespass,ADVISED,24083620,"125 E 8TH AVE, EUG",3,,03/31/2024
,03/31/2024 12:40:07 AM,03/31/2024 12:40:07 AM,Traffic Stop,FIELD INVESTIGATION,24083619,"W 11TH AVE/WILSON ST, EUG",6,,03/31/2024
,03/31/2024 12:28:14 AM,03/31/2024 12:28:15 AM,Traffic Stop,ADVISED,24083617,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/31/2024
,03/31/2024 12:22:06 AM,03/31/2024 12:22:06 AM,Fight,RESOLVED,24083614,"115 W BROADWAY, EUG",P,,03/31/2024
,03/31/2024 12:15:00 AM,03/31/2024 12:15:00 AM,Traffic Stop,ADVISED,24083607,"N SENECA RD/ROOSEVELT BLVD, EUG",6,,03/31/2024
,03/31/2024 12:13:55 AM,03/31/2024 12:19:35 AM,Unknown Problem,WELFARE CHECK DONE,24083606,"657 RABER RD, EUG",3,,03/31/2024
,03/31/2024 12:07:18 AM,03/31/2024 12:08:40 AM,Illegal Burning,PATROL CHECK,24083602,"410 GARFIELD ST, EUG",1,,03/31/2024
,04/01/2024 11:45:31 PM,04/01/2024 11:45:31 PM,Alarm,ASSISTED,24085174,"W BROADWAY/CHARNELTON ST, EUG",P,,04/01/2024
,04/01/2024 11:41:06 PM,04/01/2024 11:53:33 PM,Disorderly Subject,ADVISED,24085170,"W 8TH AVE/JEFFERSON ST, EUG",3,,04/01/2024
,04/01/2024 11:31:04 PM,04/01/2024 11:32:46 PM,Dispute,RESOLVED,24085165,"881 WILLAMETTE ST, EUG",3,,04/01/2024
,04/01/2024 11:20:57 PM,04/01/2024 11:20:57 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24085158,"2400-BLK WILLAKENZIE RD, EUG",6,,04/01/2024
,04/01/2024 11:18:19 PM,04/01/2024 11:18:19 PM,Traffic Stop,ADVISED,24085157,"W 6TH AVE/MONROE ST, EUG",6,,04/01/2024
,04/01/2024 11:13:46 PM,04/01/2024 11:13:46 PM,Person Stop,FIELD INVESTIGATION,24085155,"DIVISION AVE/ROSS LN, EUG",6,,04/01/2024
,04/01/2024 11:08:00 PM,04/01/2024 11:10:02 PM,Shot(s) Fired,UNABLE TO LOCATE,24085150,"2694 HILYARD ST, EUG",3,,04/01/2024
,04/01/2024 10:57:04 PM,,Criminal Mischief,REPORT TAKEN,24085141,"243 GRIMES ST, EUG",P,2404686,04/01/2024
,04/01/2024 10:48:52 PM,04/01/2024 10:55:13 PM,Traffic Hazard,RESOLVED,24085130,"MAXWELL CONNECTOR/NORTHWEST EXPRESSWAY, EUG",3,,04/01/2024
,04/01/2024 10:46:19 PM,04/01/2024 11:01:33 PM,Dispute,RESOLVED,24085129,"2350 CUBIT ST, EUG",3,,04/01/2024
,04/01/2024 10:42:38 PM,04/01/2024 11:09:13 PM,Dispute,WELFARE CHECK DONE,24085127,"733 W 4TH ALY, EUG",3,,04/01/2024
,04/01/2024 10:35:05 PM,04/02/2024 12:53:36 AM,Location Runaway(s),REPORT TAKEN,24085125,"780 TYLER ST, EUG",3,2404687,04/01/2024
,04/01/2024 10:22:09 PM,04/01/2024 10:22:10 PM,Traffic Stop,WARNING,24085120,"W 7TH AVE/BLAIR BLVD, EUG",6,,04/01/2024
,04/01/2024 10:17:39 PM,04/01/2024 10:32:55 PM,Criminal Trespass,FIELD INVESTIGATION,24085119,"457 LONE OAK AVE, EUG",3,,04/01/2024
,04/01/2024 10:15:51 PM,04/01/2024 10:42:13 PM,Dispute,WELFARE CHECK DONE,24085117,"1911 TAFT ST, EUG",3,,04/01/2024
,04/01/2024 10:09:20 PM,04/01/2024 10:09:20 PM,Traffic Stop,WARNING,24085115,"W 7TH AVE/OLIVE ST, EUG",6,,04/01/2024
,04/01/2024 09:49:58 PM,04/02/2024 12:10:27 AM,Disorderly Subject,GONE ON ARRIVAL,24085097,"1650-BLK W 18TH AVE, EUG",3,,04/01/2024
,04/01/2024 09:45:07 PM,04/01/2024 09:45:07 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24085096,"W 5TH AVE/MARKET ST, EUG",6,,04/01/2024
,04/01/2024 09:32:21 PM,04/01/2024 09:35:54 PM,Unauthorized Use of Vehicle,DISREGARD,24085088,"CLARK ST/LAWRENCE ST, EUG",3,,04/01/2024
,04/01/2024 09:28:16 PM,04/01/2024 09:40:13 PM,Suspicious Condition(s),PATROL CHECK,24085084,"2101 BAILEY HILL RD, EUG",3,,04/01/2024
,04/01/2024 09:23:56 PM,04/02/2024 01:44:05 AM,Assault,REPORT TAKEN,24085080,"FERN RIDGE PATH/ACORN PARK ST, EUG",4,2404707,04/01/2024
,04/01/2024 09:22:12 PM,04/01/2024 09:46:31 PM,Disorderly Subject,PATROL CHECK,24085079,"OLIVE ST/W BROADWAY, EUG",3,,04/01/2024
,04/01/2024 09:15:13 PM,04/01/2024 11:46:06 PM,Dispute,INFORMATION ONLY,24085072,"2125 CUBIT ST, EUG",3,,04/01/2024
,04/01/2024 08:34:22 PM,04/01/2024 08:51:22 PM,Suspicious Condition(s),PATROL CHECK,24085047,"441 E 13TH AVE, EUG",3,,04/01/2024
,04/01/2024 08:21:36 PM,04/01/2024 08:50:30 PM,Traffic Hazard,ASSISTED,24085036,"BARGER DR/OHIO ST, EUG",3,,04/01/2024
,04/01/2024 08:12:57 PM,04/01/2024 08:17:38 PM,Dispute,GONE ON ARRIVAL,24085035,"W BROADWAY/OLIVE ST, EUG",3,,04/01/2024
,04/01/2024 08:07:19 PM,04/01/2024 08:07:19 PM,Traffic Stop,WARNING,24085031,"MCKENZIE HWY/LATTA RD, SPR",6,,04/01/2024
,04/01/2024 07:33:20 PM,04/01/2024 07:39:34 PM,Dispute,ARREST,24085001,"155 N VAN BUREN ST, EUG",3,2404683,04/01/2024
,04/01/2024 07:31:17 PM,04/01/2024 07:43:21 PM,Dispute,ADVISED,24084998,"992 JACKSON ST, EUG",3,,04/01/2024
,04/01/2024 07:25:26 PM,04/01/2024 07:42:59 PM,Dispute,UNABLE TO LOCATE,24084992,"265 W 8TH AVE, EUG",3,,04/01/2024
,04/01/2024 07:18:26 PM,04/02/2024 12:47:30 PM,Assault,REPORT TAKEN,24084987,"4994 W 11TH AVE, EUG",4,2404709,04/01/2024
,04/01/2024 07:17:49 PM,04/01/2024 07:22:04 PM,Dispute,WELFARE CHECK DONE,24084986,"560 OAK ST, EUG",3,,04/01/2024
,04/01/2024 07:10:23 PM,04/01/2024 07:13:43 PM,Criminal Trespass,ARREST,24084983,"1890 OAK ST, EUG",3,2404684,04/01/2024
,04/01/2024 07:04:25 PM,04/01/2024 08:20:22 PM,Criminal Trespass,GONE ON ARRIVAL,24084975,"1432 ORCHARD ST, EUG",3,,04/01/2024
,04/01/2024 06:17:03 PM,04/01/2024 06:17:03 PM,Disorderly Subject,CITED IN LIEU OF CUSTODY,24084932,"W 6TH ALY/TAYLOR ST, EUG",P,2404680,04/01/2024
,04/01/2024 06:12:10 PM,04/01/2024 06:14:45 PM,Dispute,REPORT TAKEN,24084926,"40 W 27TH AVE, EUG",3,2404681,04/01/2024
,04/01/2024 06:03:29 PM,04/01/2024 06:03:29 PM,Traffic Stop,WARNING,24084920,"DELTA NB OFRP/GOODPASTURE ISLAND RD, EUG",6,,04/01/2024
,04/01/2024 06:01:54 PM,04/01/2024 06:01:55 PM,Traffic Stop,FIELD INVESTIGATION,24084917,"W 7TH AVE/TAYLOR ST, EUG",6,,04/01/2024
,04/01/2024 05:38:30 PM,04/01/2024 05:49:22 PM,Traffic Hazard,UNABLE TO LOCATE,24084901,"950 BELTLINE WB, EUG",3,,04/01/2024
,04/01/2024 05:26:47 PM,04/01/2024 05:52:23 PM,Traffic Hazard,GONE ON ARRIVAL,24084888,"W 7TH AVE/JEFFERSON ST, EUG",3,,04/01/2024
,04/01/2024 05:01:32 PM,04/01/2024 09:00:26 PM,"Fire, Trash Bin",PATROL CHECK,24084851,"600 E 24TH AVE, EUG",3,,04/01/2024
