Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
25083287,MTRO,09:14:04,5SPR,811 S 38TH ST,SPR,MEDICAL RESPONSE,2025-04-01
25083290,MTRO,09:16:52,5SPR,567 S 51ST PL,SPR,MEDICAL RESPONSE,2025-04-01
25083295,MTRO,09:22:09,4EUG,1080 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-04-01
25083310,RFD,09:51:13,5MKF,42805 LEABURG DR,LEA,MEDICAL RESPONSE,2025-04-01
25083312,MTRO,09:51:16,5MKF,42805 LEABURG DR,LEA,MEDICAL RESPONSE,2025-04-01
25083325,MTRO,10:14:54,5SPR,3255 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-04-01
25083332,MTRO,10:22:11,4EUG,1885 LAKE SHORE DR,EUG,MEDICAL RESPONSE,2025-04-01
25083336,MTRO,10:24:27,5SPR,5303 MAIN ST,SPR,MEDICAL RESPONSE,2025-04-01
25083338,MTRO,10:25:30,4EUG,2333 WILLONA PARK,EUG,MEDICAL RESPONSE,2025-04-01
25083353,RFD,10:39:46,6SOL,77882 MOSBY CREEK RD,COT,MEDICAL RESPONSE,2025-04-01
25083361,MTRO,10:45:38,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-04-01
25083364,MTRO,10:52:03,5SPR,5346 A ST,SPR,MEDICAL RESPONSE,2025-04-01
25083367,MTRO,10:54:28,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2025-04-01
25083375,MTRO,11:02:20,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-04-01
25083376,MTRO,11:03:20,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-01
25083379,MTRO,11:09:51,4EUG,717 ELIZABETH ST,EUG,MEDICAL RESPONSE,2025-04-01
25083386,MTRO,11:14:52,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2025-04-01
25083393,MTRO,11:21:58,5SPR,3535 GAME FARM RD,SPR,MEDICAL RESPONSE,2025-04-01
25083403,RFD,11:32:34,5UMF,51215 MCKENZIE HWY,VID,MEDICAL RESPONSE,2025-04-01
25083407,MTRO,11:35:34,5UMF,51215 MCKENZIE HWY,VID,MEDICAL RESPONSE,2025-04-01
25083412,MTRO,11:42:20,4EUG,4010 AERIAL WAY,EUG,MEDICAL RESPONSE,2025-04-01
25083415,MTRO,11:45:31,5SPR,3148 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-04-01
25083419,MTRO,11:46:05,4LFU,55 WEDGEWOOD DR,EUG,MEDICAL RESPONSE,2025-04-01
25083418,RFD,11:48:38,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2025-04-01
25083431,MTRO,12:10:55,5SPR,INTERNATIONAL WAY/CORPORATE WAY,SPR,MEDICAL RESPONSE,2025-04-01
25083432,MTRO,12:11:59,4EUG,3525 KINSROW AVE,EUG,FIRE ALARM,2025-04-01
25083438,RFD,12:17:33,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-01
25083439,RFD,12:18:36,6SOL,77551 DUGAN LN,COT,MEDICAL RESPONSE,2025-04-01
25083455,RFD,12:33:24,6SOL,32376 DOOLITTLE RD,COT,MEDICAL RESPONSE,2025-04-01
25083454,MTRO,12:33:41,4EUG,783 WASHINGTON ST,EUG,MEDICAL RESPONSE,2025-04-01
25083457,RFD,12:37:58,8LFA,88081 9TH ST,VEN,LIFT ASSIST,2025-04-01
25083461,MTRO,12:42:13,4EUG,940 W 4TH AVE,EUG,OVERHEATED APPLIANCE,2025-04-01
25083471,MTRO,12:53:46,5SPR,6724 E ST,SPR,MEDICAL RESPONSE,2025-04-01
25083477,MTRO,12:58:12,4EUG,3710 PEPPERTREE DR,EUG,MEDICAL RESPONSE,2025-04-01
25083485,MTRO,13:09:25,4EUG,61 S DANEBO AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083489,MTRO,13:15:21,5SPR,344 A ST,SPR,MEDICAL RESPONSE,2025-04-01
25083490,MTRO,13:16:10,4EUG,17 OAKWAY CENTER,EUG,MEDICAL RESPONSE,2025-04-01
25083499,RFD,13:32:59,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-01
25083500,RFD,13:34:38,6SOL,78920 ADAMS RD,COT,MEDICAL RESPONSE,2025-04-01
25083511,MTRO,13:53:23,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2025-04-01
25083525,MTRO,14:09:55,5GLW,4475 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-04-01
25083531,MTRO,14:25:07,4EUG,4955 CENTER WAY,EUG,SMOKE FROM A STRUCTURE,2025-04-01
25083532,RFD,14:25:16,8LFA,24957 OREGON CIR,VEN,MEDICAL RESPONSE,2025-04-01
25083534,MTRO,14:28:47,4EUG,1308 CITY VIEW ST,EUG,MEDICAL RESPONSE,2025-04-01
25083544,RFD,14:42:30,6SOL,909 JOHNSON AVE,COT,MEDICAL RESPONSE,2025-04-01
25083554,MTRO,14:50:20,4EUG,360 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-04-01
25083550,MTRO,14:51:47,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2025-04-01
25083566,MTRO,15:03:36,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-01
25083567,MTRO,15:04:52,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-01
25083580,MTRO,15:21:10,5SPR,3325 FALCON DR,SPR,MEDICAL RESPONSE,2025-04-01
25083585,RFD,15:25:58,8HAF,835 BURTON ST,HAR,MEDICAL RESPONSE,2025-04-01
25083590,MTRO,15:30:57,5RAB,2775 21ST ST,SPR,MEDICAL RESPONSE,2025-04-01
25083588,MTRO,15:32:06,4EUG,1151 BUFF WAY,EUG,MEDICAL RESPONSE,2025-04-01
25083598,MTRO,15:36:12,5SPR,GATEWAY ST/OAKDALE AVE,SPR,VEHICLE FIRE,2025-04-01
25083614,MTRO,15:54:58,4EUG,COBURG RD/MARTIN LUTHER KING JR BLVD,EUG,ASSIST POLICE,2025-04-01
25083620,MTRO,16:00:43,4EUG,1167 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-04-01
25083631,RFD,16:13:14,8JCF,950 OAK ST,JUN,MEDICAL RESPONSE,2025-04-01
25083630,MTRO,16:13:24,4EUG,437 TOKATEE DR,EUG,MEDICAL RESPONSE,2025-04-01
25083633,RFD,16:16:29,6X,BRICE CREEK RD/MP03,DOR,VEHICLE FIRE,2025-04-01
25083637,MTRO,16:19:00,4EUG,376 BENJAMIN ST,EUG,MEDICAL RESPONSE,2025-04-01
25083636,RFD,16:19:18,5MKF,38000-BLK MCKENZIE HWY,SPR,MOTOR VEH ACC NO INJURY,2025-04-01
25083642,RFD,16:25:01,6SOL,735 S 2ND ST,CRE,MEDICAL RESPONSE,2025-04-01
25083641,MTRO,16:25:11,4EUG,3125 CHAD DR,EUG,MEDICAL RESPONSE,2025-04-01
25083644,RFD,16:28:43,6SOL,1275 S RIVER RD,COT,MEDICAL RESPONSE,2025-04-01
25083647,MTRO,16:34:15,4EUG,265 W 8TH AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083651,MTRO,16:36:02,4EUG,983 MARQUET WAY,EUG,MEDICAL RESPONSE,2025-04-01
25083660,MTRO,16:52:02,4EUG,275 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-04-01
25083670,MTRO,17:05:14,4LFU,3631 SCENIC DR,EUG,MEDICAL RESPONSE,2025-04-01
25083669,RFD,17:05:15,4LFU,3631 SCENIC DR,EUG,MEDICAL RESPONSE,2025-04-01
25083675,MTRO,17:12:40,4EUG,100 W 10TH AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083678,RFD,17:17:06,5MVF,91130 DONNA RD,SPR,MEDICAL RESPONSE,2025-04-01
25083679,MTRO,17:17:07,5MVF,91130 DONNA RD,SPR,MEDICAL RESPONSE,2025-04-01
25083685,RFD,17:27:55,6SOL,900 N DOUGLAS ST,COT,MEDICAL RESPONSE,2025-04-01
25083696,MTRO,17:47:39,4EUG,1921 TAFT ST,EUG,MEDICAL RESPONSE,2025-04-01
25083702,MTRO,17:58:37,4EUG,1158 LUDGATE DR,EUG,MEDICAL RESPONSE,2025-04-01
25083711,MTRO,18:07:12,4EUG,1759 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-04-01
25083715,MTRO,18:14:47,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2025-04-01
25083724,RFD,18:33:32,4EUG,19562 I5 SB,EUG,AREA CHECK FOR SMOKE,2025-04-01
25083727,RFD,18:38:58,8JCF,355 W 3RD AVE,JUN,MEDICAL RESPONSE,2025-04-01
25083740,MTRO,19:04:41,4EUG,1358 PARNELL DR,EUG,MEDICAL RESPONSE,2025-04-01
25083743,MTRO,19:06:15,4EUG,1155 MADISON ST,EUG,MEDICAL RESPONSE,2025-04-01
25083755,MTRO,19:26:02,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-04-01
25083756,MTRO,19:31:18,4EUG,100 W 10TH AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083761,MTRO,19:33:37,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2025-04-01
25083762,MTRO,19:34:38,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-04-01
25083768,MTRO,19:50:10,4EUG,5419 OLYMPIC CIR,EUG,MEDICAL RESPONSE,2025-04-01
25083776,MTRO,19:58:52,4EUG,75-BLK W BROADWAY,EUG,MEDICAL RESPONSE,2025-04-01
25083796,RFD,20:35:17,6SOL,1425 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2025-04-01
25083798,MTRO,20:35:51,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2025-04-01
25083802,RFD,20:49:30,6SOL,33629 ROW RIVER RD,COT,MEDICAL RESPONSE,2025-04-01
25083803,MTRO,20:51:38,4EUG,770 E 11TH AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083813,MTRO,21:07:37,4EUG,2395 UNIVERSITY ST,EUG,MEDICAL RESPONSE,2025-04-01
25083814,RFD,21:09:55,6SOL,314 ROBERTS LN,COT,MEDICAL RESPONSE,2025-04-01
25083817,RFD,21:21:26,8LFA,25094 E HUNTER RD,VEN,MEDICAL RESPONSE,2025-04-01
25083822,MTRO,21:33:54,4EUG,4984 CONE AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083843,MTRO,22:10:27,4EUG,2549 WILLAKENZIE RD,EUG,CARBON MONOXIDE ALARM,2025-04-01
25083845,MTRO,22:15:14,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-04-01
25083849,MTRO,22:17:50,4EUG,120 GREEN LN,EUG,MEDICAL RESPONSE,2025-04-01
25083881,MTRO,23:14:49,4EUG,3594 KENDRA ST,EUG,MEDICAL RESPONSE,2025-04-01
25083887,MTRO,23:26:59,4EUG,992 HATTON AVE,EUG,MEDICAL RESPONSE,2025-04-01
25083908,MTRO,00:03:04,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-02
25083910,MTRO,00:05:42,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25083912,MTRO,00:20:44,4EUG,2135 KEITH WAY,EUG,MEDICAL RESPONSE,2025-04-02
25083916,MTRO,00:29:55,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-04-02
25083913,MTRO,00:42:31,4RIR,289 BRIARCLIFF DR,EUG,ASSIST POLICE,2025-04-02
25083918,MTRO,00:47:11,4EUG,4458 KNOOP AVE,EUG,MEDICAL RESPONSE,2025-04-02
25083934,MTRO,00:55:28,5SPR,2211 LAURA ST,SPR,MEDICAL RESPONSE,2025-04-02
25083941,MTRO,01:23:13,5SPR,157 12TH ST,SPR,MEDICAL RESPONSE,2025-04-02
25083946,MTRO,01:32:38,4EUG,931 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25083947,MTRO,01:36:41,4EUG,5320 FOX HOLLOW RD,EUG,MEDICAL RESPONSE,2025-04-02
25083949,MTRO,01:44:01,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-04-02
25083956,RFD,01:57:54,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-04-02
25083960,MTRO,02:23:25,4EUG,1265 REDING AVE,EUG,MEDICAL RESPONSE,2025-04-02
25083982,MTRO,03:28:18,5SPR,361 S 70TH ST,SPR,MEDICAL RESPONSE,2025-04-02
25083985,RFD,03:35:17,5CBF,32913 E LINCOLN WAY,COB,MEDICAL RESPONSE,2025-04-02
25083986,MTRO,03:35:18,5CBF,32913 E LINCOLN WAY,COB,MEDICAL RESPONSE,2025-04-02
25083991,RFD,03:49:04,8LFA,25950 PERKINS RD,VEN,MEDICAL RESPONSE,2025-04-02
25083983,RFD,04:11:46,8LFA,COUGAR LN/CROW RD,EUG,MEDICAL RESPONSE,2025-04-02
25083997,MTRO,04:13:56,4EUG,290 E 49TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084002,MTRO,04:29:36,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-04-02
25084010,RFD,05:12:59,4LFU,4012 HAMPSHIRE LN,EUG,MEDICAL RESPONSE,2025-04-02
25084011,MTRO,05:13:00,4LFU,4012 HAMPSHIRE LN,EUG,MEDICAL RESPONSE,2025-04-02
25084014,RFD,05:23:32,8JCF,92100 RIVER RD,JUN,MEDICAL RESPONSE,2025-04-02
25084015,MTRO,05:31:00,4EUG,1000 VALLEY RIVER WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084021,MTRO,06:01:46,4EUG,1859 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-04-02
25084027,MTRO,06:25:11,4EUG,1376 DAVID AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084028,RFD,06:28:40,8LFA,25863 CROW RD,EUG,ASSIST POLICE,2025-04-02
25084040,MTRO,07:17:27,4EUG,35 CLUB RD,EUG,ELEVATOR NON-EMERGENCY,2025-04-02
25084042,MTRO,07:21:27,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2025-04-02
25084056,RFD,07:32:19,5PGP,84591 BRISTOW RD,PLE,MEDICAL RESPONSE,2025-04-02
25084059,MTRO,07:32:20,5PGP,84591 BRISTOW RD,PLE,MEDICAL RESPONSE,2025-04-02
25084058,MTRO,07:34:52,4EUG,3395 UNIVERSITY ST,EUG,MEDICAL RESPONSE,2025-04-02
25084062,MTRO,07:36:04,4EUG,4740 ROYAL AVE,EUG,TRASH BIN FIRE,2025-04-02
25084061,MTRO,07:39:13,4EUG,1475 GREEN ACRES RD,EUG,MEDICAL RESPONSE,2025-04-02
25084088,RFD,08:15:29,8EUG,3196 DUCK HORN DR,EUG,MEDICAL RESPONSE,2025-04-02
25084115,RFD,08:57:24,6SOL,33433 IDYLLWILD RD,CRE,MEDICAL RESPONSE,2025-04-02
25084116,MTRO,08:58:00,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-02
25084117,MTRO,08:58:41,5SPR,889 OAKDALE AVE,SPR,MEDICAL RESPONSE,2025-04-02
25084139,RFD,09:30:15,8LFA,27286 ORCHARD RD,JUN,MEDICAL RESPONSE,2025-04-02
25084157,MTRO,09:44:48,4EUG,3720 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-04-02
25084165,RFD,09:51:47,5UMF,NORTH BANK RD/MP01,MCK,SUBJECT DOWN,2025-04-02
25084169,MTRO,09:52:52,4EUG,2041 ADAMS ST,EUG,MEDICAL RESPONSE,2025-04-02
25084174,RFD,09:55:47,8LFA,24952 W BROADWAY AVE,VEN,MEDICAL RESPONSE,2025-04-02
25084171,MTRO,09:57:16,4EUG,2038 MORNING VIEW DR,EUG,MEDICAL RESPONSE,2025-04-02
25084178,MTRO,10:02:23,4EUG,1270 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-02
25084185,MTRO,10:03:37,4LFU,120 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2025-04-02
25084176,RFD,10:03:38,4LFU,120 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2025-04-02
25084190,RFD,10:15:00,6SOL,82899 BROOKHURST ST,CRE,MEDICAL RESPONSE,2025-04-02
25084192,RFD,10:16:13,6SOL,1425 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2025-04-02
25084201,RFD,10:25:04,8LFA,90205 LEDA WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084200,MTRO,10:25:36,5SPR,2509 MAIN ST,SPR,RESCUE OPERATION,2025-04-02
25084210,MTRO,10:36:55,4EUG,2815 CHAD DR,EUG,MEDICAL RESPONSE,2025-04-02
25084213,MTRO,10:43:47,4EUG,941 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084222,RFD,10:52:09,8LFA,88267 TERRITORIAL RD,VEN,ASSIST POLICE,2025-04-02
25084249,RFD,11:15:43,8EUG,3167 DUCK HORN DR,EUG,MEDICAL RESPONSE,2025-04-02
25084251,MTRO,11:19:17,4EUG,1125 REGENCY DR,EUG,MEDICAL RESPONSE,2025-04-02
25084256,MTRO,11:22:03,4EUG,99 W 10TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084271,MTRO,11:34:03,4EUG,1040 OAK ST,EUG,MEDICAL RESPONSE,2025-04-02
25084280,MTRO,11:42:18,4EUG,485 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-04-02
25084279,MTRO,11:43:45,4RIR,379 HAWTHORNE AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084286,MTRO,11:52:03,4EUG,2401 RIVER RD,EUG,MEDICAL RESPONSE,2025-04-02
25084307,MTRO,12:07:17,4EUG,2450 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-02
25084313,MTRO,12:10:23,4LFU,3125 MARVIN DR,EUG,MEDICAL RESPONSE,2025-04-02
25084309,RFD,12:10:24,4LFU,3125 MARVIN DR,EUG,MEDICAL RESPONSE,2025-04-02
25084321,MTRO,12:22:53,5RAB,1171 LODGEPOLE CT,SPR,MEDICAL RESPONSE,2025-04-02
25084331,RFD,12:35:48,5MKF,7080 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-02
25084336,MTRO,12:35:48,5MKF,7080 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-02
25084347,MTRO,12:45:03,4EUG,PATTERSON ST/E 11TH AVE,EUG,MOTOR VEH ACC INJURY,2025-04-02
25084349,MTRO,12:46:52,4EUG,555 N DANEBO AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084355,RFD,12:49:33,6SOL,360 HOLLY AVE,COT,FIRE ALARM,2025-04-02
25084361,MTRO,12:54:44,4EUG,1750 S BERTELSEN RD,EUG,MEDICAL RESPONSE,2025-04-02
25084360,MTRO,12:55:12,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084372,MTRO,13:06:39,4EUG,4275 BARGER DR,EUG,MEDICAL RESPONSE,2025-04-02
25084389,MTRO,13:14:48,4EUG,1390 MILL ST,EUG,MEDICAL RESPONSE,2025-04-02
25084392,MTRO,13:19:25,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-02
25084399,MTRO,13:27:39,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-02
25084414,MTRO,13:38:17,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-04-02
25084415,RFD,13:41:03,8LFA,27339 BARKER RD,EUG,MEDICAL RESPONSE,2025-04-02
25084428,MTRO,13:54:13,4EUG,1410 ORCHARD ST,EUG,FIRE ALARM,2025-04-02
25084433,MTRO,13:58:49,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-04-02
25084435,MTRO,14:02:04,4EUG,1863 CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084441,MTRO,14:07:28,4EUG,QUEST DR/AERIAL WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084446,MTRO,14:08:29,4EUG,250 SILVER LN,EUG,MEDICAL RESPONSE,2025-04-02
25084451,MTRO,14:15:17,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-02
25084460,MTRO,14:34:32,4EUG,275 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084464,RFD,14:38:10,6SOL,901 ROW RIVER RD,COT,MEDICAL RESPONSE,2025-04-02
25084463,MTRO,14:38:26,4EUG,2624 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084474,MTRO,14:43:30,4EUG,610 WIMBLEDON CT,EUG,MEDICAL RESPONSE,2025-04-02
25084486,MTRO,14:48:47,4EUG,859 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-04-02
25084489,MTRO,14:51:52,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-04-02
25084492,RFD,14:52:38,5MKF,88784 TWIN FIRS RD,SPR,MEDICAL RESPONSE,2025-04-02
25084495,MTRO,14:52:38,5MKF,88784 TWIN FIRS RD,SPR,MEDICAL RESPONSE,2025-04-02
25084501,RFD,15:04:43,5MVF,36616 ALDER BRANCH RD,SPR,MEDICAL RESPONSE,2025-04-02
25084506,MTRO,15:04:43,5MVF,36616 ALDER BRANCH RD,SPR,MEDICAL RESPONSE,2025-04-02
25084514,MTRO,15:21:06,4EUG,441 E 13TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084526,MTRO,15:35:19,4EUG,992 HATTON AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084532,MTRO,15:42:40,5SPR,1051 S 69TH ST,SPR,MEDICAL RESPONSE,2025-04-02
25084554,MTRO,16:05:39,4EUG,7 MADISON ST,EUG,MEDICAL RESPONSE,2025-04-02
25084555,RFD,16:06:10,4PGG,4000 E 30TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084558,MTRO,16:06:11,4PGG,4000 E 30TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084560,MTRO,16:08:12,4EUG,1700 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084562,MTRO,16:10:23,4EUG,455 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-04-02
25084545,RFD,16:11:09,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-02
25084570,MTRO,16:15:56,4EUG,1595 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084571,MTRO,16:18:11,4ZUM,87609-BLK GREEN HILL RD,EUG,MEDICAL RESPONSE,2025-04-02
25084576,RFD,16:18:12,4ZUM,87609-BLK GREEN HILL RD,EUG,MEDICAL RESPONSE,2025-04-02
25084578,RFD,16:26:27,5MVF,37000 PARSONS CREEK RD,SPR,MEDICAL RESPONSE,2025-04-02
25084582,MTRO,16:26:28,5MVF,37000 PARSONS CREEK RD,SPR,MEDICAL RESPONSE,2025-04-02
25084584,MTRO,16:32:38,4EUG,74 W 29TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084596,MTRO,16:52:06,4EUG,1130 NAOMI CT,EUG,MEDICAL RESPONSE,2025-04-02
25084620,MTRO,17:19:39,4EUG,2196 ELYSIUM AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084618,RFD,17:19:49,6SOL,735 S 2ND ST,CRE,MEDICAL RESPONSE,2025-04-02
25084639,MTRO,17:35:05,5SPR,3620 GATEWAY ST,SPR,MOTOR VEH ACC UNKNOWN INJ,2025-04-02
25084637,MTRO,17:36:02,5SPR,445 S 46TH ST,SPR,MEDICAL RESPONSE,2025-04-02
25084640,MTRO,17:36:35,4EUG,1330 FLINTRIDGE AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084647,MTRO,17:42:10,4EUG,1735 ADKINS ST,EUG,FIRE ALARM,2025-04-02
25084652,MTRO,17:46:03,5SPR,1429 MCPHERSON PL,SPR,MEDICAL RESPONSE,2025-04-02
25084656,RFD,17:58:32,6SOL,83184 DALE KUNI RD,CRE,MEDICAL RESPONSE,2025-04-02
25084658,MTRO,18:03:19,4EUG,1397 SPYGLASS DR,EUG,MEDICAL RESPONSE,2025-04-02
25084671,MTRO,18:17:01,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2025-04-02
25084674,MTRO,18:19:39,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-04-02
25084675,MTRO,18:20:16,5SPR,317 30TH ST,SPR,MEDICAL RESPONSE,2025-04-02
25084677,RFD,18:23:06,5DEF,82099 LOST CREEK RD,DEX,FIRE ALARM,2025-04-02
25084678,MTRO,18:25:09,4EUG,598 E 13TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084695,MTRO,18:39:14,4LFU,3870 RIVER RD,EUG,MEDICAL RESPONSE,2025-04-02
25084694,RFD,18:40:48,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2025-04-02
25084699,MTRO,18:45:41,5SPR,2984 V ST,SPR,MEDICAL RESPONSE,2025-04-02
25084702,MTRO,18:50:17,5SPR,782 LAKSONEN LP,SPR,MEDICAL RESPONSE,2025-04-02
25084707,RFD,18:51:52,4EUG,BELTLINE WB OFRP/RIVER RD,EUG,TENT FIRE,2025-04-02
25084705,MTRO,18:51:53,4EUG,BELTLINE WB OFRP/RIVER RD,EUG,TENT FIRE,2025-04-02
25084608,RFD,18:58:35,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-02
25084714,RFD,19:05:05,8LFA,3076 CALLA ST,EUG,MEDICAL RESPONSE,2025-04-02
25084723,MTRO,19:19:02,5SPR,3521 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-04-02
25084739,MTRO,19:41:20,5SPR,3752 INTERNATIONAL CT,SPR,ASSIST POLICE,2025-04-02
25084740,MTRO,19:44:48,4EUG,2 SKINNERS BUTTE LP,EUG,STAB WOUND,2025-04-02
25084745,RFD,19:49:14,5DEF,83849 MILL RD,DEX,MEDICAL RESPONSE,2025-04-02
25084748,MTRO,19:49:15,5DEF,83849 MILL RD,DEX,MEDICAL RESPONSE,2025-04-02
25084758,RFD,20:03:19,6SOL,205 GATEWAY BLVD,COT,MEDICAL RESPONSE,2025-04-02
25084757,MTRO,20:05:23,5SPR,3521 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-04-02
25084769,MTRO,20:20:01,4EUG,W 3RD AVE/MONROE ST,EUG,MEDICAL RESPONSE,2025-04-02
25084773,MTRO,20:22:43,4RIR,832 FREMONT AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084778,RFD,20:31:46,8JCF,1085 W 1ST AVE,JUN,MEDICAL RESPONSE,2025-04-02
25084781,MTRO,20:37:46,4EUG,3720 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-04-02
25084786,MTRO,20:43:57,4EUG,3220 CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084788,MTRO,20:45:31,4EUG,355 E 5TH AVE,EUG,FIRE ALARM,2025-04-02
25084795,MTRO,20:53:46,4X,2525 FLORAL HILL DR,EUG,MEDICAL RESPONSE,2025-04-02
25084797,MTRO,20:57:57,4EUG,1675 W 18TH AVE,EUG,MEDICAL RESPONSE,2025-04-02
25084804,MTRO,21:03:57,5SPR,3491 GAME FARM RD,SPR,MEDICAL RESPONSE,2025-04-02
25084805,MTRO,21:09:49,4EUG,467 ROAN DR,EUG,MEDICAL RESPONSE,2025-04-02
25084806,RFD,21:11:25,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-02
25084819,MTRO,21:33:33,5RAB,2553 GAME FARM RD,SPR,MEDICAL RESPONSE,2025-04-02
