Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24082888,MTRO,04:08:56,4EUG,2101 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-03-30
24082897,MTRO,04:40:50,4EUG,4215 HEINS CT,EUG,MEDICAL RESPONSE,2024-03-30
24082901,MTRO,04:43:12,4EUG,700 E BROADWAY,EUG,MEDICAL RESPONSE,2024-03-30
24082903,MTRO,04:49:22,4EUG,494 W 10TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24082907,MTRO,05:05:57,4LFU,3387 GINKGO WAY,EUG,MEDICAL RESPONSE,2024-03-30
24082916,MTRO,06:10:29,4EUG,45 DIVISION AVE,EUG,MEDICAL RESPONSE,2024-03-30
24082926,MTRO,06:55:46,4EUG,1805 GARDEN AVE,EUG,MEDICAL RESPONSE,2024-03-30
24082927,MTRO,06:58:06,4EUG,2104 DEWEY ST,EUG,MEDICAL RESPONSE,2024-03-30
24082928,MTRO,07:00:55,4EUG,360 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24082935,MTRO,07:26:06,4EUG,437 TOKATEE DR,EUG,MEDICAL RESPONSE,2024-03-30
24082937,MTRO,07:30:03,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-03-30
24082955,MTRO,08:06:45,4EUG,3585 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-03-30
24082960,MTRO,08:20:20,4EUG,4150 BARGER DR,EUG,MEDICAL RESPONSE,2024-03-30
24082976,MTRO,08:49:59,4EUG,5115 NECTAR WAY,EUG,MEDICAL RESPONSE,2024-03-30
24082983,MTRO,08:58:25,4EUG,2966 ALDER ST,EUG,MEDICAL RESPONSE,2024-03-30
24082988,MTRO,09:06:10,4EUG,1524 TANEY ST,EUG,MEDICAL RESPONSE,2024-03-30
24082995,MTRO,09:25:47,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083001,MTRO,09:40:52,4EUG,2258 KELSY LN,EUG,MEDICAL RESPONSE,2024-03-30
24083008,MTRO,09:56:36,4EUG,4982 MORELY LP,EUG,MEDICAL RESPONSE,2024-03-30
24083013,MTRO,10:02:47,4EUG,4142 FULLER AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083016,RFD,10:03:11,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2024-03-30
24083026,RFD,10:22:17,4LFA,FOX HOLLOW RD/MCBETH RD,EUG,MOTOR VEH ACC NO INJURY,2024-03-30
24083034,MTRO,10:26:42,4LFU,4285 WENDOVER ST,EUG,MEDICAL RESPONSE,2024-03-30
24083032,MTRO,10:29:22,4EUG,4476 CALUMET WAY,EUG,MEDICAL RESPONSE,2024-03-30
24083041,MTRO,10:37:20,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-30
24083077,MTRO,11:50:04,4EUG,4357 SEAN ST,EUG,MEDICAL RESPONSE,2024-03-30
24083082,RFD,11:54:44,5PGG,COLLEGE VIEW RD/E 30TH AVE,EUG,SUBJECT DOWN,2024-03-30
24083092,MTRO,12:01:41,4EUG,2568 SHELDON VILLAGE LP,EUG,MEDICAL RESPONSE,2024-03-30
24083108,MTRO,12:22:48,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-30
24083157,MTRO,13:27:28,4EUG,2730 BAILEY LN,EUG,MEDICAL RESPONSE,2024-03-30
24083160,MTRO,13:32:54,4EUG,4550 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083165,MTRO,13:42:13,4EUG,2815 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2024-03-30
24083187,MTRO,14:31:30,4EUG,2411 STANSBY WAY,EUG,MEDICAL RESPONSE,2024-03-30
24083207,RFD,14:53:04,4EUG,875 ARGON AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083205,MTRO,14:53:05,4EUG,875 ARGON AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083209,MTRO,14:55:40,4EUG,2020 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083210,MTRO,14:57:04,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-03-30
24083220,MTRO,15:10:43,4EUG,1800 SKYLINE BLVD,EUG,MEDICAL RESPONSE,2024-03-30
24083224,MTRO,15:15:01,4EUG,1040 OAK ST,EUG,ASSIST POLICE,2024-03-30
24083225,MTRO,15:19:56,4EUG,1080 PATTERSON ST,EUG,MEDICAL RESPONSE,2024-03-30
24083232,RFD,15:32:26,4LFU,RIVER LOOP 2/SCENIC DR,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-30
24083228,RFD,15:32:27,4LFU,RIVER LOOP 2/SCENIC DR,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-30
24083245,MTRO,15:48:17,4EUG,3500 CONCORD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083246,MTRO,15:48:34,4EUG,146 E 12TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083260,RFD,16:03:46,8LFA,1264 HILO DR,EUG,MEDICAL RESPONSE,2024-03-30
24083271,MTRO,16:13:42,4LFU,RIVER LOOP 2/SCENIC DR,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-30
24083279,MTRO,16:22:53,4EUG,BAILEY HILL RD/FERN RIDGE PATH,EUG,ACCIDENT BIKE,2024-03-30
24083292,MTRO,16:37:06,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-30
24083293,MTRO,16:39:49,4EUG,4135 CONCORD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083298,MTRO,16:51:21,4EUG,1776 E 13TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083300,MTRO,16:56:19,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-30
24083304,MTRO,16:58:17,4EUG,3664 MARSHALL AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083305,MTRO,16:59:15,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-03-30
24083318,MTRO,17:11:48,4EUG,730 E 38TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083333,MTRO,17:23:37,4EUG,910 W 16TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083335,MTRO,17:28:31,4EUG,ALDER ST/E 11TH AVE,EUG,MOTOR VEH ACC INJURY,2024-03-30
24083343,RFD,17:34:50,4EUG,ALDER ST/E 11TH AVE,EUG,MOTOR VEH ACC INJURY,2024-03-30
24083344,MTRO,17:38:10,4EUG,1126 REGENCY DR,EUG,MEDICAL RESPONSE,2024-03-30
24083346,MTRO,17:43:04,4EUG,555 AUTUMN AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083353,MTRO,17:49:17,4EUG,450 HWY 99N,EUG,ASSIST CAHOOTS,2024-03-30
24083354,MTRO,17:50:35,4EUG,1500-BLK N DANEBO AVE,EUG,SMOKE FROM A STRUCTURE,2024-03-30
24083349,MTRO,17:51:25,4EUG,770 E 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083361,MTRO,17:55:19,4EUG,527 W 10TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083378,MTRO,18:15:25,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083386,MTRO,18:24:24,4EUG,3225 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083393,MTRO,18:30:53,4EUG,2941 AVA ST,EUG,MEDICAL RESPONSE,2024-03-30
24083399,MTRO,18:33:51,4EUG,1235 ECHO HOLLOW RD,EUG,MEDICAL RESPONSE,2024-03-30
24083411,MTRO,18:51:33,4EUG,3500 CONCORD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083417,MTRO,18:58:36,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-30
24083429,MTRO,19:18:40,4EUG,2800-BLK APPLEWOOD LN,EUG,ASSIST POLICE,2024-03-30
24083436,MTRO,19:33:08,4EUG,425 ALEXANDER LP,EUG,LIFT ASSIST,2024-03-30
24083443,MTRO,19:41:27,4EUG,255 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-03-30
24083444,MTRO,19:42:13,4ZUM,87609 GREEN HILL RD,EUG,FIRE ALARM,2024-03-30
24083447,MTRO,19:45:00,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-30
24083452,MTRO,19:51:17,4EUG,65 W 30TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083494,MTRO,21:09:51,4EUG,2270 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083500,MTRO,21:20:40,4RIR,969 VIRGIL AVE,EUG,MEDICAL RESPONSE,2024-03-30
24083505,MTRO,21:26:50,4EUG,1062 CHARNELTON ST,EUG,MEDICAL RESPONSE,2024-03-30
24083507,MTRO,21:28:29,4EUG,964 W 8TH ALY,EUG,MEDICAL RESPONSE,2024-03-30
24083525,MTRO,22:01:25,4EUG,1604 TANEY ST,EUG,MEDICAL RESPONSE,2024-03-30
24083539,MTRO,22:19:32,4EUG,964 W 8TH ALY,EUG,MEDICAL RESPONSE,2024-03-30
24083559,MTRO,22:55:57,4EUG,320 MARCHE CHASE DR,EUG,MEDICAL RESPONSE,2024-03-30
24083561,MTRO,23:04:42,4EUG,1500 NORKENZIE RD,EUG,MEDICAL RESPONSE,2024-03-30
24083575,MTRO,23:27:54,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-30
24083585,MTRO,23:43:49,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-03-30
24083592,MTRO,23:55:27,5X,89879 SPRAGUE RD,EUG,MEDICAL RESPONSE,2024-03-30
24083601,RFD,00:06:15,4LFU,153 SWAIN LN,EUG,SMOKE FROM A STRUCTURE,2024-03-31
24083599,RFD,00:06:16,4LFU,153 SWAIN LN,EUG,SMOKE FROM A STRUCTURE,2024-03-31
24083611,MTRO,00:19:05,4LFU,153 SWAIN LN,EUG,SMOKE FROM A STRUCTURE,2024-03-31
24083626,MTRO,00:53:44,4EUG,1363 UMPQUA AVE,EUG,SMOKE FROM A STRUCTURE,2024-03-31
24083667,MTRO,02:44:58,4EUG,WALNUT ST/FAIRMOUNT BLVD,EUG,ASSIST CAHOOTS,2024-03-31
24083693,MTRO,04:25:33,4EUG,910 W 16TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083707,MTRO,05:08:05,4EUG,4365 MARCUM LN,EUG,MEDICAL RESPONSE,2024-03-31
24083709,MTRO,05:16:24,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-03-31
24083712,MTRO,05:42:55,4EUG,1420 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083732,MTRO,06:54:18,4EUG,ROOSEVELT BLVD/HWY 99N,EUG,GRASS FIRE,2024-03-31
24083749,MTRO,07:49:57,4EUG,E 28TH AVE/ALDER ST,EUG,MOTOR VEH ACC INJURY,2024-03-31
24083756,MTRO,08:13:37,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-03-31
24083757,RFD,08:14:19,8LFA,314 LYNNBROOK DR,EUG,MEDICAL RESPONSE,2024-03-31
24083758,MTRO,08:14:20,8LFA,314 LYNNBROOK DR,EUG,MEDICAL RESPONSE,2024-03-31
24083760,MTRO,08:21:54,8LFA,314 LYNNBROOK DR,EUG,MEDICAL RESPONSE,2024-03-31
24083759,MTRO,08:23:56,4EUG,E 28TH AVE/ALDER ST,EUG,MOTOR VEH ACC NO INJURY,2024-03-31
24083762,MTRO,08:25:12,4EUG,2475 VAN BUREN ST,EUG,MEDICAL RESPONSE,2024-03-31
24083765,MTRO,08:41:17,4EUG,1258 DOLA ST,EUG,MEDICAL RESPONSE,2024-03-31
24083776,MTRO,09:09:04,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083783,MTRO,09:14:24,4EUG,1856 HAPPY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083784,MTRO,09:18:20,4RIR,1761 BERWIN LN,EUG,MEDICAL RESPONSE,2024-03-31
24083790,RFD,09:33:30,4LFU,3132 RIVER RD,EUG,MEDICAL RESPONSE,2024-03-31
24083799,MTRO,09:55:00,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2024-03-31
24083808,MTRO,10:11:05,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2024-03-31
24083813,MTRO,10:24:50,4EUG,959 FRANKLIN BLVD,EUG,ELEVATOR NON-EMERGENCY,2024-03-31
24083820,MTRO,10:38:57,4EUG,2902 METOLIUS DR,EUG,MEDICAL RESPONSE,2024-03-31
24083824,RFD,10:49:09,4LFA,84693 SARVIS BERRY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083827,MTRO,10:49:10,4LFA,84693 SARVIS BERRY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083836,MTRO,11:10:30,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083846,MTRO,11:25:47,4EUG,130 E 33RD AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083851,RFD,11:31:11,4EUG,60 DIVISION AVE,EUG,HAZARDOUS SPILL,2024-03-31
24083853,MTRO,11:33:42,4EUG,60 DIVISION AVE,EUG,HAZARDOUS SPILL,2024-03-31
24083854,MTRO,11:41:41,4EUG,2815 APPLEWOOD LN,EUG,MEDICAL RESPONSE,2024-03-31
24083862,MTRO,12:00:27,4EUG,2860 PEARL ST,EUG,MEDICAL RESPONSE,2024-03-31
24083884,MTRO,12:45:38,4EUG,620 GILBERT ST,EUG,MEDICAL RESPONSE,2024-03-31
24083903,MTRO,13:21:35,4EUG,2105 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083907,MTRO,13:33:18,4EUG,834 LAURELHURST DR,EUG,MEDICAL RESPONSE,2024-03-31
24083910,RFD,13:39:37,8LFA,1173 TARTON PL,EUG,MEDICAL RESPONSE,2024-03-31
24083913,MTRO,13:39:38,8LFA,1173 TARTON PL,EUG,MEDICAL RESPONSE,2024-03-31
24083912,MTRO,13:40:40,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-03-31
24083917,MTRO,13:44:03,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083932,MTRO,14:05:17,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2024-03-31
24083953,RFD,14:31:27,5CBF,20326 I5 NB,EUG,ASSIST POLICE,2024-03-31
24083954,MTRO,14:31:27,5CBF,20326 I5 NB,EUG,ASSIST POLICE,2024-03-31
24083958,MTRO,14:41:16,4RIR,925 N PARK AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083980,MTRO,15:16:30,4EUG,4131 W 18TH AVE,EUG,FIRE APARTMENT,2024-03-31
24083982,MTRO,15:20:22,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-03-31
24083985,MTRO,15:27:59,4EUG,791 W 8TH AVE,EUG,ASSIST POLICE,2024-03-31
24083991,MTRO,15:40:13,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084012,MTRO,16:16:55,4EUG,1050 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084023,RFD,16:33:48,4LFA,82985 TERRITORIAL HWY,EUG,MEDICAL RESPONSE,2024-03-31
24084027,MTRO,16:33:48,4LFA,82985 TERRITORIAL HWY,EUG,MEDICAL RESPONSE,2024-03-31
24084032,MTRO,16:43:42,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-03-31
24084036,MTRO,16:48:51,4EUG,3580 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084069,MTRO,17:56:37,4EUG,1191 BELTLINE WB,EUG,BRUSH FIRE,2024-03-31
24084076,MTRO,18:06:26,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-31
24084083,MTRO,18:19:14,4EUG,500 BERNTZEN RD,EUG,PUBLIC ASSIST- FIRE/EMS,2024-03-31
24084089,MTRO,18:28:44,4EUG,LORANE HWY/STOREY BLVD,EUG,ACCIDENT VEHICLE BIKE,2024-03-31
24084108,MTRO,18:46:30,4EUG,3875 ROBIN AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084119,MTRO,19:05:44,4RIR,55 E MAYNARD AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084124,MTRO,19:08:02,4EUG,195 N BERTELSEN RD,EUG,STRUCTURE FIRE,2024-03-31
24084127,RFD,19:08:59,4EUG,2668 CROWTHER DR,EUG,MEDICAL RESPONSE,2024-03-31
24084122,MTRO,19:09:00,4EUG,2668 CROWTHER DR,EUG,MEDICAL RESPONSE,2024-03-31
24084129,RFD,19:10:57,4EUG,195 N BERTELSEN RD,EUG,STRUCTURE FIRE,2024-03-31
24084138,MTRO,19:25:26,4EUG,3327 BUCKINGHAM AVE,EUG,FIRE ALARM,2024-03-31
24084139,MTRO,19:28:12,4EUG,2090 W 7TH PL,EUG,MEDICAL RESPONSE,2024-03-31
24084150,MTRO,19:52:57,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2024-03-31
24084152,RFD,19:57:04,8LFA,1150 SAVILLE AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084170,MTRO,20:27:19,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084185,MTRO,20:47:00,4EUG,1577 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-31
24084191,MTRO,20:55:05,4EUG,2720 EDISON ST,EUG,MEDICAL RESPONSE,2024-03-31
24084207,MTRO,21:16:34,4EUG,155 I105 EB,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-31
24084214,MTRO,21:27:02,4EUG,1460 W 12TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084216,MTRO,21:27:36,4EUG,4405 SEAN ST,EUG,"GAS LEAK, STRUCTURE",2024-03-31
24084233,MTRO,21:46:58,4EUG,3883 AERIAL WAY,EUG,MEDICAL RESPONSE,2024-03-31
24084232,MTRO,21:50:29,4EUG,410 GARFIELD ST,EUG,MEDICAL RESPONSE,2024-03-31
24084245,MTRO,22:13:02,4EUG,4711 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084250,MTRO,22:19:19,4LFU,2807 DAHLIA LN,EUG,MEDICAL RESPONSE,2024-03-31
24084290,MTRO,23:54:50,4EUG,1910 TAFT ST,EUG,MEDICAL RESPONSE,2024-03-31
24084301,MTRO,00:24:25,4EUG,236 E 13TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084311,MTRO,00:47:36,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084324,MTRO,01:36:46,4EUG,1191 BELTLINE WB,EUG,ASSIST POLICE,2024-04-01
24084329,MTRO,01:53:25,4EUG,995 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084341,MTRO,02:49:36,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084343,MTRO,03:02:40,4EUG,3360 BUCKINGHAM AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084362,MTRO,03:56:55,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084375,MTRO,04:48:20,4EUG,1475 GREEN ACRES RD,EUG,MEDICAL RESPONSE,2024-04-01
24084384,MTRO,05:59:28,4EUG,5578 AUSTIN WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084392,MTRO,06:25:14,5GLW,4501 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084396,MTRO,06:55:05,5GLW,4445 FRANKLIN BLVD,EUG,AREA CHECK FOR SMOKE,2024-04-01
24084418,MTRO,07:34:52,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084429,MTRO,07:53:28,4EUG,W 13TH AVE/CHARNELTON ST,EUG,MEDICAL RESPONSE,2024-04-01
24084439,MTRO,08:09:56,4EUG,3743 NORWICH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084440,MTRO,08:11:06,4EUG,2846 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-01
24084447,MTRO,08:35:47,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-01
24084454,MTRO,08:49:01,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-04-01
24084461,MTRO,09:01:26,4EUG,120 CLEVELAND ST,EUG,FIRE ALARM,2024-04-01
24084465,MTRO,09:04:08,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084479,MTRO,09:24:59,4EUG,1590 MCKINLEY ST,EUG,MEDICAL RESPONSE,2024-04-01
24084482,RFD,09:27:49,4LFU,180 KINGSBURY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084484,MTRO,09:27:49,4LFU,180 KINGSBURY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084491,MTRO,09:40:18,4EUG,3657 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084501,RFD,09:47:20,8LFA,1121 TYSON LN,EUG,MEDICAL RESPONSE,2024-04-01
24084515,MTRO,10:08:48,4EUG,5650 BABE RUTH DR,EUG,MEDICAL RESPONSE,2024-04-01
24084516,MTRO,10:12:17,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084545,MTRO,10:54:41,4EUG,ROYAL AVE/HWY 99N,EUG,MEDICAL RESPONSE,2024-04-01
24084551,MTRO,10:59:11,4EUG,1155 DARLENE LN,EUG,MEDICAL RESPONSE,2024-04-01
24084574,MTRO,11:26:23,4RIR,244 OWOSSO DR,EUG,MEDICAL RESPONSE,2024-04-01
24084583,MTRO,11:38:08,4EUG,2157 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084586,MTRO,11:43:33,4EUG,555 OAK ST,EUG,MEDICAL RESPONSE,2024-04-01
24084587,MTRO,11:43:50,4EUG,950 BELTLINE WB,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084595,MTRO,11:54:34,4EUG,3743 NORWICH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084607,MTRO,12:09:10,4EUG,CAL YOUNG RD/GILHAM RD,EUG,MOTOR VEH ACC INJURY,2024-04-01
24084612,MTRO,12:11:31,4EUG,925 BELTLINE EB,EUG,MEDICAL RESPONSE,2024-04-01
24084613,MTRO,12:11:32,4EUG,925 BELTLINE EB,EUG,MEDICAL RESPONSE,2024-04-01
24084639,MTRO,12:49:01,4EUG,1190 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084652,RFD,13:03:33,5X,34901 FRANK PARRISH RD,EUG,MEDICAL RESPONSE,2024-04-01
24084655,MTRO,13:03:34,5X,34901 FRANK PARRISH RD,EUG,MEDICAL RESPONSE,2024-04-01
24084659,MTRO,13:09:10,4EUG,2025 WASHINGTON ST,EUG,RESCUE OPERATION,2024-04-01
24084664,MTRO,13:15:29,4EUG,1976 GRAHAM DR,EUG,MEDICAL RESPONSE,2024-04-01
24084681,MTRO,13:41:28,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-04-01
24084701,MTRO,14:04:54,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-04-01
24084711,RFD,14:17:52,8LFA,AWBREY LN/HWY 99N,EUG,MOTOR VEH ACC NO INJURY,2024-04-01
24084722,MTRO,14:28:56,4EUG,27 OAKWAY CENTER,EUG,MEDICAL RESPONSE,2024-04-01
24084723,MTRO,14:30:08,4EUG,31 WESTBROOK WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084736,MTRO,14:41:06,4EUG,248 W BROADWAY,EUG,FIRE ALARM,2024-04-01
24084746,MTRO,14:55:16,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084751,MTRO,14:59:47,4EUG,1650 CHAMBERS ST,EUG,MEDICAL RESPONSE,2024-04-01
24084766,MTRO,15:12:54,4EUG,2155 CUBIT ST,EUG,MEDICAL RESPONSE,2024-04-01
24084768,MTRO,15:16:18,4EUG,875 E 12TH AVE,EUG,FIRE ALARM,2024-04-01
24084774,MTRO,15:23:25,5GLW,1703 CONCORD AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084783,MTRO,15:38:21,4EUG,814 POOL ST,EUG,MEDICAL RESPONSE,2024-04-01
24084786,MTRO,15:40:39,4EUG,3358 RICHARD AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084787,RFD,15:42:35,5PGG,86720 FRANKLIN BLVD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084790,MTRO,15:42:36,5PGG,86720 FRANKLIN BLVD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084796,MTRO,15:50:20,4EUG,119 GREEN LN,EUG,MEDICAL RESPONSE,2024-04-01
24084802,MTRO,15:56:25,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-01
24084816,MTRO,16:29:12,4EUG,1800 LAKEWOOD CT,EUG,MEDICAL RESPONSE,2024-04-01
24084822,MTRO,16:37:45,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-01
24084825,RFD,16:39:57,8LFA,HWY 99N/CLEAR LAKE RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084834,MTRO,16:47:02,4EUG,CHARNELTON ST/W 13TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084849,MTRO,17:01:50,4EUG,600 E 24TH AVE,EUG,TRASH BIN FIRE,2024-04-01
24084839,RFD,17:26:34,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084887,MTRO,17:26:35,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084893,MTRO,17:34:54,4EUG,2140 N DANEBO AVE,EUG,FIRE ALARM,2024-04-01
24084896,RFD,17:36:02,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084904,MTRO,17:45:05,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-01
24084906,MTRO,17:50:22,4EUG,940 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-01
24084907,MTRO,17:50:55,4EUG,2572 SPRING BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084911,MTRO,17:56:53,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084921,MTRO,18:08:14,4EUG,600 LOUIS ST,EUG,MEDICAL RESPONSE,2024-04-01
24084939,MTRO,18:31:26,4EUG,1545 E 30TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084947,MTRO,18:44:49,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084950,MTRO,18:50:10,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084954,MTRO,18:50:44,4EUG,2517 MARTIN LUTHER KING JR BLVD,EUG,FIRE ALARM,2024-04-01
24084967,MTRO,19:00:44,4EUG,4133 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084974,MTRO,19:05:06,4EUG,919 HATTON AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084980,MTRO,19:09:59,4EUG,2718 JEPPESEN ACRES RD,EUG,MEDICAL RESPONSE,2024-04-01
24084981,MTRO,19:11:14,4EUG,780 HWY 99N,EUG,FIRE ALARM,2024-04-01
24084994,MTRO,19:31:14,4EUG,2515 FRONTIER DR,EUG,MEDICAL RESPONSE,2024-04-01
