yr,service,inci_id,calltime,case_id,callsource,nature,closecode,closed_as,secs_to_disp,secs_to_arrv,secs_to_close,disp,arrv,beat,priority,zip,primeunit,units_dispd,units_arrived,agency
2024,LAW ,24080523,2024-03-27 13:25:35,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,1.0,1.0,5539,1,1,EP06,6,97404,2Y22  ,1,1,EPD
2024,LAW ,24080524,2024-03-27 13:27:42,,SELF,PATROL CHECK,WARN,WARNING,0.0,0.0,4375,1,1,EP05,6,97402,3V15  ,4,4,EPD
2024,LAW ,24080525,2024-03-27 13:29:02,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,1175,1,1,EP01,6,97408,1M16  ,1,1,EPD
2024,LAW ,24080527,2024-03-27 13:30:54,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,1818,1,1,EP07,6,97401,2Y45  ,2,2,EPD
2024,LAW ,24080529,2024-03-27 13:34:12,,PHONE,ANIMAL ABUSE,ADVI,ADVISED,25814.0,26348.0,27007,1,1,EP01,4,97401,5E28  ,2,2,EPD
2024,LAW ,24080530,2024-03-27 13:35:55,2404437.0,W911,THEFT,ARR ,ARREST,142.0,669.0,12841,1,1,EP05,3,97402,3B62  ,2,2,EPD
2024,LAW ,24080532,2024-03-27 13:37:29,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,1392,1,1,EP02,6,97401,2Y45  ,1,1,EPD
2024,LAW ,24080533,2024-03-27 13:37:46,,W911,INCOMPLETE CALL,MIS ,MISTAKEN ALARM,133.0,759.0,1605,1,1,EP02,3,97401,2E27  ,2,2,EPD
2024,LAW ,24080536,2024-03-27 13:42:36,,W911,CRIMINAL TRESPASS,DIS ,DISREGARD,,,255,0,0,EP06,3,97404,,0,0,EPD
2024,LAW ,24080537,2024-03-27 13:43:47,,PHONE,HARASSMENT,ASST,ASSISTED,2873.0,4934.0,5183,1,1,EP02,4,97401,3E36  ,1,1,EPD
2024,OTHR,24080539,2024-03-27 13:45:39,,PHONE,"INFO / ATL, CAHOOTS",INFO,INFORMATION ONLY,16936.0,,16938,1,0,EP02,8,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080541,2024-03-27 13:46:08,,SELF,ASSIST OUTSIDE AGENCY,ASST,ASSISTED,1.0,1700.0,6048,1,1,EP05,6,97402,2O11  ,1,1,EPD
2024,OTHR,24080546,2024-03-27 13:54:44,,PHONE,"INFO / ATL, CAHOOTS",INFO,INFORMATION ONLY,13791.0,,13799,1,0,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2024,OTHR,24080547,2024-03-27 13:55:07,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,16373.0,16919.0,20030,1,1,EP01,7,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080549,2024-03-27 13:59:55,,W911,DISPUTE,ADVI,ADVISED,148.0,938.0,2281,1,1,EP05,3,97402,3E67  ,2,2,EPD
2024,LAW ,24080552,2024-03-27 14:00:54,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,4175,1,1,EP07,6,97401,2Y45  ,2,2,EPD
2024,LAW ,24080553,2024-03-27 14:01:51,,SELF,ASSIST OUTSIDE AGENCY,PCHK,PATROL CHECK,0.0,0.0,2488,1,1,EP05,6,97402,1H21  ,1,1,EPD
2024,LAW ,24080563,2024-03-27 14:09:33,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,479,1,1,EP06,6,97404,1M16  ,1,1,EPD
2024,LAW ,24080566,2024-03-27 14:17:27,2404438.0,SELF,THEFT,REPT,REPORT TAKEN,0.0,0.0,1428,1,1,EP05,6,97402,3B62  ,1,0,EPD
2024,LAW ,24080568,2024-03-27 14:18:44,,W911,TRAFFIC HAZARD,DIS ,DISREGARD,88.0,,166,1,0,EP05,3,97402,3W76  ,1,1,EPD
2024,LAW ,24080569,2024-03-27 14:19:00,,E911,THEFT,REL ,REFERRED TO OTHER AGENCY,,,964,0,0,EP01,3,97401,,0,0,EPD
2024,LAW ,24080570,2024-03-27 14:19:17,,PHONE,CRIMINAL TRESPASS,FI  ,FIELD INVESTIGATION,791.0,791.0,2915,1,1,EP05,3,97402,2E51  ,1,1,EPD
2024,LAW ,24080572,2024-03-27 14:19:44,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,776,1,1,EP06,6,97404,1M16  ,1,1,EPD
2024,LAW ,24080574,2024-03-27 14:25:17,2404443.0,PHONE,THEFT OF LICENSE PLATE,REPT,REPORT TAKEN,294.0,302.0,6299,1,1,EP04,3,97405,3W76  ,1,1,EPD
2024,LAW ,24080582,2024-03-27 14:38:03,2404452.0,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,19636,1,1,EP05,6,97402,3V26  ,4,4,EPD
2024,LAW ,24080584,2024-03-27 14:39:21,,E911,BEAT INFORMATION,INFO,INFORMATION ONLY,1100.0,,1102,1,0,EP06,5,97404,2E54  ,1,1,EPD
2024,LAW ,24080586,2024-03-27 14:42:23,,SELF,NARCOTICS INVESTIGATION,PCHK,PATROL CHECK,0.0,0.0,21,1,1,EP01,P,97401,3V15  ,1,1,EPD
2024,LAW ,24080587,2024-03-27 14:43:34,2404446.0,SELF,ASSIST OUTSIDE AGENCY,CLC ,CITED IN LIEU OF CUSTODY,0.0,0.0,7788,1,1,EP04,6,97402,1H21  ,1,1,EPD
2024,LAW ,24080588,2024-03-27 14:44:30,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,771,1,1,EP05,6,97402,1M12  ,1,1,EPD
2024,LAW ,24080589,2024-03-27 14:44:47,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,1.0,1.0,1323,1,1,EP05,6,97402,1M16  ,1,1,EPD
2024,LAW ,24080593,2024-03-27 14:47:00,,W911,TRAFFIC HAZARD,UTL ,UNABLE TO LOCATE,81.0,543.0,707,1,1,EP02,3,97402,2W71  ,1,1,EPD
2024,LAW ,24080594,2024-03-27 14:49:49,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,479.0,,481,1,0,EP04,5,97405,2E54  ,1,1,EPD
2024,LAW ,24080595,2024-03-27 14:50:20,,W911,TRAFFIC HAZARD,DIS ,DISREGARD,128.0,,206,1,0,EP05,3,97402,3U63  ,2,2,EPD
2024,LAW ,24080596,2024-03-27 14:51:44,,W911,RECKLESS DRIVING,REL ,REFERRED TO OTHER AGENCY,,,931,0,0,EP01,3,97408,,0,0,EPD
2024,LAW ,24080597,2024-03-27 14:52:00,2404445.0,W911,DISPUTE,REPT,REPORT TAKEN,167.0,315.0,8635,1,1,EP05,3,97402,3U63  ,2,2,EPD
2024,LAW ,24080599,2024-03-27 14:54:58,2404440.0,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP03,P,97403,2W75  ,0,0,EPD
2024,OTHR,24080601,2024-03-27 14:57:33,,SELF,"ASSIST PD, CAHOOTS",REL ,REFERRED TO OTHER AGENCY,,,3569,0,0,EP04,7,97402,CAHOOT,0,0,CAHOOTS
2024,LAW ,24080602,2024-03-27 14:57:42,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,863.0,863.0,2170,1,1,EP02,3,97401,3E36  ,2,1,EPD
2024,LAW ,24080603,2024-03-27 14:59:34,,PHONE,ASSIST PUBLIC- POLICE,RSLV,RESOLVED,1268.0,1350.0,1864,1,1,EP01,4,97401,1W74  ,2,2,EPD
2024,LAW ,24080604,2024-03-27 14:56:00,2404448.0,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP05,P,97402,,0,0,EPD
2024,OTHR,24080605,2024-03-27 15:01:18,,E911,"TRANSPORT, CAHOOTS",ASST,ASSISTED,3363.0,4469.0,9754,1,1,EP04,7,97402,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080606,2024-03-27 15:04:20,,PHONE,DISORDERLY SUBJECT,GOA ,GONE ON ARRIVAL,9005.0,,9008,1,0,EP05,3,97402,3B62  ,1,1,EPD
2024,LAW ,24080607,2024-03-27 15:07:13,2404460.0,PHONE,BURGLARY,REPT,REPORT TAKEN,13883.0,,16318,1,0,EP04,5,97402,4E48  ,1,1,EPD
2024,LAW ,24080609,2024-03-27 15:13:15,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,884,1,1,EP05,6,97402,1M16  ,1,1,EPD
2024,LAW ,24080610,2024-03-27 15:13:53,2404442.0,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP03,P,97403,2W75  ,0,0,EPD
2024,LAW ,24080611,2024-03-27 15:15:08,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,344,1,1,EP04,6,97405,1M12  ,1,1,EPD
2024,OTHR,24080613,2024-03-27 15:17:10,,PHONE,"PUBLIC ASSIST, CAHOOTS",DDIS,DISREGARDED BY DISPATCH,,,55349,0,0,EP02,7,97401,CAHOOT,0,0,CAHOOTS
2024,LAW ,24080614,2024-03-27 15:18:04,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,126,1,1,EP04,6,97405,1M10  ,1,1,EPD
2024,LAW ,24080617,2024-03-27 15:24:53,,PHONE,DOG BARKING,WARN,WARNING,,,280,0,0,EP01,8,97401,,0,0,EPD
2024,LAW ,24080620,2024-03-27 15:27:16,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,1556,1,1,EP05,6,97402,2O11  ,1,1,EPD
2024,LAW ,24080623,2024-03-27 15:30:26,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,744,1,1,EP05,6,97402,1M16  ,1,1,EPD
2024,LAW ,24080629,2024-03-27 15:33:46,,PHONE,DISPUTE,GOA ,GONE ON ARRIVAL,4701.0,4701.0,4705,1,1,EP05,3,97402,4E48  ,1,1,EPD
2024,LAW ,24080631,2024-03-27 15:36:39,,PHONE,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,228,0,0,EP03,5,97403,,0,0,EPD
2024,LAW ,24080632,2024-03-27 15:34:00,2404447.0,RPTO,SHOPLIFT,REPT,REPORT TAKEN,,,0,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080633,2024-03-27 15:38:53,,PHONE,CHECK WELFARE,DIS ,DISREGARD,,,2404,0,0,EP02,3,97401,,0,0,EPD
2024,LAW ,24080634,2024-03-27 15:41:34,,PHONE,CHECK WELFARE,WELC,WELFARE CHECK DONE,6097.0,6494.0,9077,1,1,EP01,3,97401,4E16  ,2,2,EPD
2024,LAW ,24080636,2024-03-27 15:42:51,,W911,BEAT INFORMATION,INFO,INFORMATION ONLY,280.0,,282,1,0,EP05,5,97402,3E67  ,1,1,EPD
2024,LAW ,24080638,2024-03-27 15:44:28,,PHONE,INJURED ANIMAL,UNFD,UNFOUNDED,151.0,1177.0,2143,1,1,EP03,5,97405,3W79  ,1,1,EPD
2024,LAW ,24080639,2024-03-27 15:44:56,,PHONE,CHECK WELFARE,UTL ,UNABLE TO LOCATE,10918.0,11412.0,12558,1,1,EP04,3,97402,4B43  ,1,1,EPD
2024,LAW ,24080640,2024-03-27 15:45:50,,SELF,SUSPICIOUS VEHICLE,ADVI,ADVISED,0.0,0.0,782,1,1,EP05,P,97402,2E54  ,3,2,EPD
2024,LAW ,24080641,2024-03-27 15:50:42,2404453.0,PHONE,DISPUTE,ARR ,ARREST,786.0,1464.0,5295,1,1,EP07,3,97401,2U21  ,5,5,EPD
2024,LAW ,24080644,2024-03-27 15:52:02,,W911,MOTOR VEH ACC UNKNOWN INJ,ASST,ASSISTED,861.0,861.0,5170,1,1,EP05,1,97402,2E54  ,4,4,EPD
2024,LAW ,24080645,2024-03-27 15:53:39,,SELF,HIT AND RUN,ASST,ASSISTED,1.0,1.0,3502,1,1,EP05,6,97402,2O11  ,3,3,EPD
2024,LAW ,24080646,2024-03-27 15:54:55,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,2211.0,,2214,1,0,EP04,5,97405,4B43  ,1,1,EPD
2024,LAW ,24080647,2024-03-27 15:31:00,2404450.0,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP02,P,97401,,0,0,EPD
2024,LAW ,24080648,2024-03-27 15:59:10,,SELF,CRIMINAL TRESPASS,WARN,WARNING,0.0,0.0,381,1,1,EP05,P,97402,2E54  ,1,1,EPD
2024,LAW ,24080650,2024-03-27 16:04:15,,PHONE,TRAFFIC HAZARD,REL ,REFERRED TO OTHER AGENCY,,,779,0,0,EP01,3,97401,,0,0,EPD
2024,LAW ,24080654,2024-03-27 16:07:37,,E911,SUICIDAL SUBJECT,WELC,WELFARE CHECK DONE,1693.0,1957.0,2813,1,1,EP02,1,97401,4E12  ,2,2,EPD
2024,LAW ,24080655,2024-03-27 16:07:57,2404451.0,PHONE,THEFT OF LICENSE PLATE,REPT,REPORT TAKEN,942.0,3907.0,5316,1,1,EP01,3,97401,3W79  ,1,1,EPD
2024,OTHR,24080656,2024-03-27 16:11:04,,PHONE,"PUBLIC ASSIST, CAHOOTS",GOA ,GONE ON ARRIVAL,49339.0,49527.0,49908,1,1,EP01,7,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080658,2024-03-27 16:16:01,,PHONE,ATTEMPT TO LOCATE DRUNK DRIVER,REL ,REFERRED TO OTHER AGENCY,,,893,0,0,EP07,3,97401,,0,0,EPD
2024,LAW ,24080664,2024-03-27 16:19:38,,W911,UNAUTHORIZED USE OF VEHICLE,DIS ,DISREGARD,,,201,0,0,EP06,1,97404,,0,0,EPD
2024,LAW ,24080665,2024-03-27 16:20:17,,PHONE,CRIMINAL TRESPASS,UTL ,UNABLE TO LOCATE,3402.0,3883.0,6765,1,1,EP05,3,97402,3B62  ,1,1,EPD
2024,LAW ,24080666,2024-03-27 16:20:27,,PHONE,ATTEMPT TO LOCATE DRUNK DRIVER,REL ,REFERRED TO OTHER AGENCY,,,630,0,0,LS14,3,97404,,0,0,EPD
2024,LAW ,24080668,2024-03-27 16:23:38,2404454.0,PHONE,UNAUTHORIZED USE OF VEHICLE,REPT,REPORT TAKEN,896.0,,6350,1,0,EP01,3,97401,4W76  ,2,2,EPD
2024,LAW ,24080669,2024-03-27 16:26:49,2404456.0,PHONE,DISPUTE,REPT,REPORT TAKEN,306.0,1047.0,8041,1,1,EP05,6,97402,4B43  ,1,1,EPD
2024,LAW ,24080673,2024-03-27 16:29:52,,W911,TRAFFIC HAZARD,REL ,REFERRED TO OTHER AGENCY,,,434,0,0,EP01,3,97401,,0,0,EPD
2024,LAW ,24080674,2024-03-27 16:31:40,,PHONE,ILLEGAL CAMPING,ROW ,,,,330,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080676,2024-03-27 16:33:03,,W911,UNKNOWN PROBLEM,UTL ,UNABLE TO LOCATE,974.0,974.0,987,1,1,EP05,3,97402,4E48  ,1,1,EPD
2024,LAW ,24080678,2024-03-27 16:33:42,,PHONE,"GAS LEAK, STRUCTURE",REL ,REFERRED TO OTHER AGENCY,,,637,0,0,EP01,P,97401,,0,0,EPD
2024,LAW ,24080683,2024-03-27 16:36:16,,PHONE,ILLEGAL CAMPING,ROW ,,,,86,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080686,2024-03-27 16:37:44,,W911,ATTEMPT TO LOCATE DRUNK DRIVER,INFO,INFORMATION ONLY,940.0,940.0,945,1,1,EP04,3,97402,4E48  ,1,1,EPD
2024,OTHR,24080689,2024-03-27 16:42:02,,PHONE,"PUBLIC ASSIST, CAHOOTS",UTL ,UNABLE TO LOCATE,59118.0,,59121,1,0,EP04,7,97405,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080690,2024-03-27 16:42:44,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,3339.0,3586.0,3871,1,1,EP07,3,97401,4E12  ,2,2,EPD
2024,LAW ,24080692,2024-03-27 16:45:00,,SELF,LOCATION WANTED SUBJECT,ARR ,ARREST,0.0,0.0,4599,1,1,EP02,P,97401,4F74  ,3,3,EPD
2024,LAW ,24080694,2024-03-27 16:45:04,2404455.0,E911,DISPUTE,REPT,REPORT TAKEN,980.0,2272.0,3653,1,1,EP06,3,97404,4E48  ,2,2,EPD
2024,LAW ,24080698,2024-03-27 16:52:44,,PHONE,THEFT,CIV ,CIVIL ISSUE,15155.0,17531.0,19239,1,1,EP01,4,97408,5E29  ,1,1,EPD
2024,OTHR,24080699,2024-03-27 16:53:32,,PHONE,"INFO / ATL, CAHOOTS",INFO,INFORMATION ONLY,5657.0,,5660,1,0,EP01,8,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080701,2024-03-27 16:54:32,,PHONE,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,555.0,1719.0,3177,1,1,EP01,6,97408,4W74  ,1,1,EPD
2024,LAW ,24080703,2024-03-27 16:56:23,,PHONE,DISORDERLY SUBJECT,GOA ,GONE ON ARRIVAL,2360.0,2364.0,2951,1,1,EP06,3,97404,3E63  ,1,1,EPD
2024,LAW ,24080707,2024-03-27 17:02:39,,PHONE,ILLEGAL CAMPING,ROW ,,,,64,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080708,2024-03-27 17:03:05,,PHONE,DOG AT LARGE,UTL ,UNABLE TO LOCATE,2723.0,,4752,1,0,EP05,5,97402,4W74  ,1,1,EPD
2024,LAW ,24080709,2024-03-27 17:04:41,,PHONE,DISORIENTED SUBJECT,WELC,WELFARE CHECK DONE,2792.0,3221.0,3987,1,1,EP06,3,97404,4E48  ,3,2,EPD
2024,LAW ,24080711,2024-03-27 17:05:52,,E911,DISPUTE,NOIN,NO INVESTIGATION,163.0,618.0,1485,1,1,EP02,3,97401,4E12  ,2,2,EPD
2024,OTHR,24080712,2024-03-27 17:07:05,,PHONE,"CHECK WELFARE, CAHOOTS",DIS ,DISREGARD,,,3669,0,0,EP01,7,97408,CAHOOT,0,0,CAHOOTS
2024,LAW ,24080713,2024-03-27 17:10:50,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,2387.0,,2396,1,0,EP06,3,97404,4E48  ,1,1,EPD
2024,LAW ,24080714,2024-03-27 17:11:12,,PHONE,CRIMINAL TRESPASS,RSLV,RESOLVED,3300.0,3780.0,7517,1,1,EP06,3,97404,3E67  ,3,3,EPD
2024,LAW ,24080718,2024-03-27 17:18:43,,PHONE,ALARM,INFO,INFORMATION ONLY,,,101,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080723,2024-03-27 17:27:27,,W911,MOTOR VEH ACC NO INJURY,MVAN,MOTOR VEHICLE ACCIDENT - NO DISPATCH,,,148,0,0,EP01,1,97401,,0,0,EPD
2024,LAW ,24080728,2024-03-27 17:31:02,,PHONE,MOTOR VEH ACC NO INJURY,MVAN,MOTOR VEHICLE ACCIDENT - NO DISPATCH,,,123,0,0,EP01,1,97401,,0,0,EPD
2024,LAW ,24080729,2024-03-27 17:31:29,,PHONE,DISORDERLY SUBJECT,ASST,ASSISTED,53.0,102.0,1876,1,1,EP05,3,97402,4B43  ,3,1,EPD
2024,OTHR,24080730,2024-03-27 17:32:11,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,8081.0,8363.0,11597,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080731,2024-03-27 17:34:05,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,170,1,1,EP02,6,97401,4E12  ,1,1,EPD
2024,LAW ,24080741,2024-03-27 17:40:48,,PHONE,ILLEGAL CAMPING,ROW ,,,,88,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080750,2024-03-27 17:54:45,,PHONE,AUDIBLE ALARM,RSLV,RESOLVED,246.0,,270,1,0,EP02,P,97401,4E12  ,2,2,EPD
2024,LAW ,24080756,2024-03-27 18:02:21,,PHONE,INFORMATION - POLICE,INFO,INFORMATION ONLY,,,3353,0,0,EP01,5,97401,,0,0,EPD
2024,LAW ,24080762,2024-03-27 18:07:30,2404457.0,SELF,PATROL CHECK,ARR ,ARREST,0.0,0.0,4781,1,1,EP02,6,97401,4F74  ,2,2,EPD
2024,OTHR,24080765,2024-03-27 18:12:30,,PHONE,"PUBLIC ASSIST, CAHOOTS",GOA ,GONE ON ARRIVAL,5658.0,9720.0,9723,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080766,2024-03-27 18:13:26,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,168,1,1,EP05,6,97402,3B62  ,1,1,EPD
2024,LAW ,24080771,2024-03-27 18:17:12,,PHONE,ANIMAL COMPLAINT,UNFD,UNFOUNDED,411.0,1444.0,1954,1,1,EP02,5,97401,4W74  ,1,1,EPD
2024,LAW ,24080772,2024-03-27 18:17:35,,E911,DISPUTE,CIV ,CIVIL ISSUE,398.0,604.0,1291,1,1,EP05,3,97402,4E48  ,2,2,EPD
2024,LAW ,24080783,2024-03-27 18:25:43,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,579,1,1,EP05,6,97402,3B62  ,1,1,EPD
2024,LAW ,24080784,2024-03-27 18:34:50,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,3807,1,1,EP05,6,97402,4E12  ,1,1,EPD
2024,LAW ,24080785,2024-03-27 18:35:43,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,600,1,1,EP06,6,97404,3B62  ,1,1,EPD
2024,LAW ,24080789,2024-03-27 18:38:13,2404458.0,RPTO,ASSAULT,REPT,REPORT TAKEN,,,0,0,0,EP05,P,97402,2Y17  ,0,0,EPD
2024,OTHR,24080792,2024-03-27 18:46:45,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,7137.0,7137.0,7144,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080799,2024-03-27 18:50:27,,PHONE,ALARM,INFO,INFORMATION ONLY,,,75,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080804,2024-03-27 18:53:34,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,257.0,617.0,1298,1,1,EP07,3,97401,3E36  ,2,2,EPD
2024,LAW ,24080809,2024-03-27 18:56:08,2404459.0,SELF,NARCOTICS INVESTIGATION,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,5431,1,1,EP01,P,97401,3V28  ,1,1,EPD
2024,LAW ,24080812,2024-03-27 18:58:53,,E911,THEFT,UTL ,UNABLE TO LOCATE,125.0,474.0,865,1,1,EP05,3,97402,3B62  ,1,1,EPD
2024,LAW ,24080818,2024-03-27 19:02:41,,E911,OVERDOSE,INFO,INFORMATION ONLY,,,989,0,0,EP05,1,97402,,0,0,EPD
2024,LAW ,24080820,2024-03-27 19:02:46,,PHONE,LOUD NOISE,PCHK,PATROL CHECK,368.0,,374,1,0,EP04,5,97402,4W75  ,1,1,EPD
2024,LAW ,24080827,2024-03-27 19:12:31,,PHONE,ALARM,INFO,INFORMATION ONLY,,,105,0,0,EP05,P,97402,,0,0,EPD
2024,LAW ,24080828,2024-03-27 19:15:08,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,2404,1,1,EP05,6,97402,4W75  ,1,1,EPD
2024,LAW ,24080832,2024-03-27 19:20:02,,PHONE,CRIMINAL MISCHIEF,ADVI,ADVISED,,,2198,0,0,EP04,4,97402,,0,0,EPD
2024,LAW ,24080837,2024-03-27 19:24:16,,PHONE,BLOCKED ALLEY,UTC ,UNIFORM TRAFFIC CITATION ISSUED,62221.0,62221.0,63517,1,1,EP05,5,97402,2O11  ,1,1,EPD
2024,LAW ,24080840,2024-03-27 19:27:01,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,495,1,1,EP07,6,97401,3B62  ,1,1,EPD
2024,LAW ,24080844,2024-03-27 19:30:16,,PHONE,ILLEGAL BURNING,ADVI,ADVISED,378.0,378.0,586,1,1,EP05,5,97402,3E63  ,1,1,EPD
2024,LAW ,24080846,2024-03-27 19:31:03,2404462.0,PHONE,DISORDERLY SUBJECT,ARR ,ARREST,78.0,259.0,5158,1,1,EP02,6,97401,4F74  ,3,2,EPD
2024,LAW ,24080847,2024-03-27 19:31:17,2404464.0,W911,DISPUTE,REPT,REPORT TAKEN,487.0,1370.0,16245,1,1,EP06,3,97404,4B43  ,2,1,EPD
2024,LAW ,24080849,2024-03-27 19:35:39,,PHONE,CRIMINAL TRESPASS,RSLV,RESOLVED,,,365,0,0,EP05,3,97402,,0,0,EPD
2024,LAW ,24080853,2024-03-27 19:45:07,,PHONE,DISPUTE,WELC,WELFARE CHECK DONE,1436.0,2823.0,3411,1,1,EP04,3,97402,4E48  ,3,2,EPD
2024,LAW ,24080854,2024-03-27 19:47:15,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,2691,1,1,EP05,6,97402,4E48  ,1,1,EPD
2024,OTHR,24080857,2024-03-27 20:07:08,,PHONE,"TRANSPORT, CAHOOTS",GOA ,GONE ON ARRIVAL,6683.0,7494.0,8216,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080860,2024-03-27 20:09:53,,E911,DISPUTE,WELC,WELFARE CHECK DONE,85.0,395.0,1576,1,1,EP06,3,97404,3B62  ,4,4,EPD
2024,OTHR,24080861,2024-03-27 20:11:21,,PHONE,"TRANSPORT, CAHOOTS",ASST,ASSISTED,3333.0,3717.0,6425,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080864,2024-03-27 20:18:49,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,901,1,1,EP02,6,97401,4F74  ,1,1,EPD
2024,LAW ,24080865,2024-03-27 20:23:34,,PHONE,CRIMINAL TRESPASS,FI  ,FIELD INVESTIGATION,2469.0,2641.0,5181,1,1,EP05,3,97402,5E58  ,2,2,EPD
2024,LAW ,24080875,2024-03-27 20:42:47,,PHONE,ALARM,INFO,INFORMATION ONLY,,,75,0,0,EP05,P,97402,,0,0,EPD
2024,OTHR,24080876,2024-03-27 20:42:50,,PHONE,"PUBLIC ASSIST, CAHOOTS",GOA ,GONE ON ARRIVAL,6075.0,6267.0,6841,1,1,EP07,7,97401,CAHOOT,1,1,CAHOOTS
2024,LAW ,24080878,2024-03-27 20:47:47,,PHONE,DISPUTE,WELC,WELFARE CHECK DONE,180.0,599.0,1885,1,1,EP05,3,97402,5U55  ,2,2,EPD
2024,LAW ,24080882,2024-03-27 20:56:56,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,2454.0,2717.0,2771,1,1,EP05,3,97402,5U55  ,2,2,EPD
2024,LAW ,24080886,2024-03-27 21:13:17,2404465.0,SELF,PATROL CHECK,ARR ,ARREST,0.0,0.0,6668,1,1,EP02,6,97401,4F74  ,3,3,EPD
2024,LAW ,24080887,2024-03-27 21:13:48,2404466.0,PHONE,MOTOR VEH ACC UNKNOWN INJ,UTC ,UNIFORM TRAFFIC CITATION ISSUED,277.0,497.0,1611,1,1,EP04,1,97402,5T86  ,4,4,EPD
2024,LAW ,24080889,2024-03-27 21:21:47,,W911,TRAFFIC HAZARD,UTL ,UNABLE TO LOCATE,638.0,1082.0,1544,1,1,EP01,3,97401,4E12  ,2,2,EPD
