Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24083776,MTRO,09:09:04,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083783,MTRO,09:14:24,4EUG,1856 HAPPY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083784,MTRO,09:18:20,4RIR,1761 BERWIN LN,EUG,MEDICAL RESPONSE,2024-03-31
24083790,RFD,09:33:30,4LFU,3132 RIVER RD,EUG,MEDICAL RESPONSE,2024-03-31
24083794,RFD,09:42:01,5MKF,90070 GREENWOOD DR,LEA,MEDICAL RESPONSE,2024-03-31
24083796,MTRO,09:42:02,5MKF,90070 GREENWOOD DR,LEA,MEDICAL RESPONSE,2024-03-31
24083799,MTRO,09:55:00,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2024-03-31
24083805,MTRO,09:59:50,5SPR,885 OAKDALE AVE,SPR,MEDICAL RESPONSE,2024-03-31
24083808,MTRO,10:11:05,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2024-03-31
24083813,MTRO,10:24:50,4EUG,959 FRANKLIN BLVD,EUG,ELEVATOR NON-EMERGENCY,2024-03-31
24083817,RFD,10:28:03,6SOL,515 GRANT AVE,COT,MEDICAL RESPONSE,2024-03-31
24083820,MTRO,10:38:57,4EUG,2902 METOLIUS DR,EUG,MEDICAL RESPONSE,2024-03-31
24083824,RFD,10:49:09,4LFA,84693 SARVIS BERRY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083827,MTRO,10:49:10,4LFA,84693 SARVIS BERRY LN,EUG,MEDICAL RESPONSE,2024-03-31
24083828,MTRO,10:52:20,5SPR,1071 QUINALT ST,SPR,MEDICAL RESPONSE,2024-03-31
24083834,RFD,11:09:34,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2024-03-31
24083836,MTRO,11:10:30,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083846,MTRO,11:25:47,4EUG,130 E 33RD AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083851,RFD,11:31:11,4EUG,60 DIVISION AVE,EUG,HAZARDOUS SPILL,2024-03-31
24083853,MTRO,11:33:42,4EUG,60 DIVISION AVE,EUG,HAZARDOUS SPILL,2024-03-31
24083854,MTRO,11:41:41,4EUG,2815 APPLEWOOD LN,EUG,MEDICAL RESPONSE,2024-03-31
24083860,MTRO,11:59:53,5SPR,1550 Q ST,SPR,ELECTRICAL PROBLEM,2024-03-31
24083862,MTRO,12:00:27,4EUG,2860 PEARL ST,EUG,MEDICAL RESPONSE,2024-03-31
24083875,RFD,12:21:57,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-31
24083876,MTRO,12:34:36,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2024-03-31
24083884,MTRO,12:45:38,4EUG,620 GILBERT ST,EUG,MEDICAL RESPONSE,2024-03-31
24083888,RFD,12:53:09,8JCF,140 SUSAN PL,JUN,MEDICAL RESPONSE,2024-03-31
24083894,RFD,13:09:25,6SOL,300 S 7TH ST,CRE,MEDICAL RESPONSE,2024-03-31
24083897,RFD,13:11:47,6SOL,709 S 1ST ST,COT,MEDICAL RESPONSE,2024-03-31
24083900,MTRO,13:14:49,5SPR,736 4TH ST,SPR,MEDICAL RESPONSE,2024-03-31
24083903,MTRO,13:21:35,4EUG,2105 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083907,MTRO,13:33:18,4EUG,834 LAURELHURST DR,EUG,MEDICAL RESPONSE,2024-03-31
24083909,RFD,13:38:36,5MVF,91831 HONEYBEE LN,MAR,MEDICAL RESPONSE,2024-03-31
24083911,MTRO,13:38:36,5MVF,91831 HONEYBEE LN,MAR,MEDICAL RESPONSE,2024-03-31
24083910,RFD,13:39:37,8LFA,1173 TARTON PL,EUG,MEDICAL RESPONSE,2024-03-31
24083913,MTRO,13:39:38,8LFA,1173 TARTON PL,EUG,MEDICAL RESPONSE,2024-03-31
24083912,MTRO,13:40:40,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-03-31
24083918,RFD,13:41:26,5SPR,800-BLK 67TH PL,SPR,AREA CHECK FOR SMOKE,2024-03-31
24083917,MTRO,13:44:03,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083924,RFD,13:50:22,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-31
24083932,MTRO,14:05:17,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2024-03-31
24083937,MTRO,14:15:27,5SPR,58TH ST/MAIN ST,SPR,MOTOR VEH ACC INJURY,2024-03-31
24083948,MTRO,14:22:00,5SPR,926 ANDERSON LN,SPR,MEDICAL RESPONSE,2024-03-31
24083953,RFD,14:31:27,5CBF,20326 I5 NB,EUG,ASSIST POLICE,2024-03-31
24083954,MTRO,14:31:27,5CBF,20326 I5 NB,EUG,ASSIST POLICE,2024-03-31
24083955,RFD,14:35:24,8JCF,HWY 36/DORSEY LN,JUN,SUBJECT DOWN,2024-03-31
24083957,RFD,14:40:07,6SOL,1425 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2024-03-31
24083958,MTRO,14:41:16,4RIR,925 N PARK AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083969,RFD,15:01:30,8JCF,1297 TAMARACK ST,JUN,MEDICAL RESPONSE,2024-03-31
24083975,RFD,15:10:02,6SOL,925 W MAIN ST,COT,MEDICAL RESPONSE,2024-03-31
24083980,MTRO,15:16:30,4EUG,4131 W 18TH AVE,EUG,FIRE APARTMENT,2024-03-31
24083982,MTRO,15:20:22,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-03-31
24083983,MTRO,15:24:26,5WLS,1035 KINTZLEY AVE,SPR,MEDICAL RESPONSE,2024-03-31
24083985,MTRO,15:27:59,4EUG,791 W 8TH AVE,EUG,ASSIST POLICE,2024-03-31
24083991,MTRO,15:40:13,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24083998,RFD,15:43:08,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2024-03-31
24084000,MTRO,15:45:45,5SPR,5936 LILAC LN,SPR,MEDICAL RESPONSE,2024-03-31
24084012,MTRO,16:16:55,4EUG,1050 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084017,RFD,16:32:51,5MKF,DEERHORN RD/BOOTH KELLY RD,SPR,BRUSH FIRE,2024-03-31
24084023,RFD,16:33:48,4LFA,82985 TERRITORIAL HWY,EUG,MEDICAL RESPONSE,2024-03-31
24084027,MTRO,16:33:48,4LFA,82985 TERRITORIAL HWY,EUG,MEDICAL RESPONSE,2024-03-31
24084031,RFD,16:42:06,6SOL,515 GRANT AVE,COT,MEDICAL RESPONSE,2024-03-31
24084032,MTRO,16:43:42,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-03-31
24084034,RFD,16:44:37,6X,75436 WILLIAMS CREEK LP,COT,MEDICAL RESPONSE,2024-03-31
24084035,MTRO,16:47:00,5SPR,99 V ST,SPR,MEDICAL RESPONSE,2024-03-31
24084036,MTRO,16:48:51,4EUG,3580 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084050,RFD,17:14:15,6SOL,1590 GATEWAY BLVD,COT,MEDICAL RESPONSE,2024-03-31
24084069,MTRO,17:56:37,4EUG,1191 BELTLINE WB,EUG,BRUSH FIRE,2024-03-31
24084076,MTRO,18:06:26,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-31
24084083,MTRO,18:19:14,4EUG,500 BERNTZEN RD,EUG,PUBLIC ASSIST- FIRE/EMS,2024-03-31
24084089,MTRO,18:28:44,4EUG,LORANE HWY/STOREY BLVD,EUG,ACCIDENT VEHICLE BIKE,2024-03-31
24084104,MTRO,18:43:33,5SPR,1037 S 70TH ST,SPR,MEDICAL RESPONSE,2024-03-31
24084108,MTRO,18:46:30,4EUG,3875 ROBIN AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084119,MTRO,19:05:44,4RIR,55 E MAYNARD AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084124,MTRO,19:08:02,4EUG,195 N BERTELSEN RD,EUG,STRUCTURE FIRE,2024-03-31
24084127,RFD,19:08:59,4EUG,2668 CROWTHER DR,EUG,MEDICAL RESPONSE,2024-03-31
24084122,MTRO,19:09:00,4EUG,2668 CROWTHER DR,EUG,MEDICAL RESPONSE,2024-03-31
24084129,RFD,19:10:57,4EUG,195 N BERTELSEN RD,EUG,STRUCTURE FIRE,2024-03-31
24084130,RFD,19:15:36,5PGP,EDENVALE RD/RIDGEWAY RD,PLE,MOTOR VEH ACC UNKNOWN INJ,2024-03-31
24084133,MTRO,19:15:36,5PGP,EDENVALE RD/RIDGEWAY RD,PLE,MOTOR VEH ACC UNKNOWN INJ,2024-03-31
24084131,MTRO,19:16:56,5SPR,1333 1ST ST,SPR,MEDICAL RESPONSE,2024-03-31
24084138,MTRO,19:25:26,4EUG,3327 BUCKINGHAM AVE,EUG,FIRE ALARM,2024-03-31
24084139,MTRO,19:28:12,4EUG,2090 W 7TH PL,EUG,MEDICAL RESPONSE,2024-03-31
24084150,MTRO,19:52:57,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2024-03-31
24084152,RFD,19:57:04,8LFA,1150 SAVILLE AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084155,RFD,20:02:13,8LFA,22798 HWY 36,CHE,RESCUE OPERATION,2024-03-31
24084169,MTRO,20:23:59,5SPR,2211 LAURA ST,SPR,MEDICAL RESPONSE,2024-03-31
24084170,MTRO,20:27:19,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084185,MTRO,20:47:00,4EUG,1577 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-31
24084191,MTRO,20:55:05,4EUG,2720 EDISON ST,EUG,MEDICAL RESPONSE,2024-03-31
24084199,RFD,21:07:17,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2024-03-31
24084201,MTRO,21:07:17,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2024-03-31
24084206,RFD,21:15:52,8LFA,TERRITORIAL RD/MEADOWDALE LN,VEN,VEHICLE/PEDESTRIAN CRASH,2024-03-31
24084207,MTRO,21:16:34,4EUG,155 I105 EB,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-31
24084214,MTRO,21:27:02,4EUG,1460 W 12TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084216,MTRO,21:27:36,4EUG,4405 SEAN ST,EUG,"GAS LEAK, STRUCTURE",2024-03-31
24084233,MTRO,21:46:58,4EUG,3883 AERIAL WAY,EUG,MEDICAL RESPONSE,2024-03-31
24084232,MTRO,21:50:29,4EUG,410 GARFIELD ST,EUG,MEDICAL RESPONSE,2024-03-31
24084243,RFD,22:04:10,5MVF,38497 WENDLING RD,MAR,FIRE ALARM,2024-03-31
24084245,MTRO,22:13:02,4EUG,4711 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-31
24084250,MTRO,22:19:19,4LFU,2807 DAHLIA LN,EUG,MEDICAL RESPONSE,2024-03-31
24084285,MTRO,23:45:02,5SPR,650 HARLOW RD,SPR,MEDICAL RESPONSE,2024-03-31
24084289,RFD,23:53:28,8LFA,88050 TERRITORIAL RD,VEN,MEDICAL RESPONSE,2024-03-31
24084292,RFD,23:54:17,6SOL,N DOUGLAS ST/VINCENT PL,COT,MEDICAL RESPONSE,2024-03-31
24084290,MTRO,23:54:50,4EUG,1910 TAFT ST,EUG,MEDICAL RESPONSE,2024-03-31
24084301,MTRO,00:24:25,4EUG,236 E 13TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084311,MTRO,00:47:36,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084316,RFD,00:56:03,8LFA,27625 FRUITWAY RD,JUN,MEDICAL RESPONSE,2024-04-01
24084317,RFD,01:03:25,6SOL,77682 GILLISPIE RD,DOR,MEDICAL RESPONSE,2024-04-01
24084324,MTRO,01:36:46,4EUG,1191 BELTLINE WB,EUG,ASSIST POLICE,2024-04-01
24084329,MTRO,01:53:25,4EUG,995 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084341,MTRO,02:49:36,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084343,MTRO,03:02:40,4EUG,3360 BUCKINGHAM AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084351,MTRO,03:09:03,5SPR,2425 HARVEST LN,SPR,MEDICAL RESPONSE,2024-04-01
24084362,MTRO,03:56:55,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084369,RFD,04:28:06,5DEF,82871 PARKER LN,DEX,MEDICAL RESPONSE,2024-04-01
24084370,MTRO,04:28:06,5DEF,82871 PARKER LN,DEX,MEDICAL RESPONSE,2024-04-01
24084375,MTRO,04:48:20,4EUG,1475 GREEN ACRES RD,EUG,MEDICAL RESPONSE,2024-04-01
24084376,MTRO,04:53:33,5SPR,640 J ST,SPR,MEDICAL RESPONSE,2024-04-01
24084381,MTRO,05:48:23,5SPR,1049 NANCY AVE,SPR,MEDICAL RESPONSE,2024-04-01
24084384,MTRO,05:59:28,4EUG,5578 AUSTIN WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084386,RFD,06:04:47,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-01
24084392,MTRO,06:25:14,5GLW,4501 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084396,MTRO,06:55:05,5GLW,4445 FRANKLIN BLVD,EUG,AREA CHECK FOR SMOKE,2024-04-01
24084418,MTRO,07:34:52,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084429,MTRO,07:53:28,4EUG,W 13TH AVE/CHARNELTON ST,EUG,MEDICAL RESPONSE,2024-04-01
24084439,MTRO,08:09:56,4EUG,3743 NORWICH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084440,MTRO,08:11:06,4EUG,2846 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-01
24084445,RFD,08:33:53,8JCF,970 KALMIA ST,JUN,MEDICAL RESPONSE,2024-04-01
24084447,MTRO,08:35:47,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-01
24084448,RFD,08:38:41,6SOL,780 FAIRVIEW LP,COT,MEDICAL RESPONSE,2024-04-01
24084454,MTRO,08:49:01,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-04-01
24084461,MTRO,09:01:26,4EUG,120 CLEVELAND ST,EUG,FIRE ALARM,2024-04-01
24084462,MTRO,09:02:08,5SPR,6293 ASTER ST,SPR,MEDICAL RESPONSE,2024-04-01
24084464,RFD,09:03:27,5LWF,39843 PLACE RD,FAL,MEDICAL RESPONSE,2024-04-01
24084467,MTRO,09:03:28,5LWF,39843 PLACE RD,FAL,MEDICAL RESPONSE,2024-04-01
24084465,MTRO,09:04:08,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084479,MTRO,09:24:59,4EUG,1590 MCKINLEY ST,EUG,MEDICAL RESPONSE,2024-04-01
24084482,RFD,09:27:49,4LFU,180 KINGSBURY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084484,MTRO,09:27:49,4LFU,180 KINGSBURY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084487,RFD,09:33:35,6SOL,1500 EDISON AVE,COT,MEDICAL RESPONSE,2024-04-01
24084490,MTRO,09:39:44,5SPR,3912 ASTER ST,SPR,MEDICAL RESPONSE,2024-04-01
24084491,MTRO,09:40:18,4EUG,3657 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084501,RFD,09:47:20,8LFA,1121 TYSON LN,EUG,MEDICAL RESPONSE,2024-04-01
24084515,MTRO,10:08:48,4EUG,5650 BABE RUTH DR,EUG,MEDICAL RESPONSE,2024-04-01
24084516,MTRO,10:12:17,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084524,MTRO,10:24:25,5SPR,622 CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2024-04-01
24084542,RFD,10:53:45,8LFA,25380 FLECK RD,VEN,HOUSE FIRE,2024-04-01
24084545,MTRO,10:54:41,4EUG,ROYAL AVE/HWY 99N,EUG,MEDICAL RESPONSE,2024-04-01
24084551,MTRO,10:59:11,4EUG,1155 DARLENE LN,EUG,MEDICAL RESPONSE,2024-04-01
24084565,RFD,11:08:02,5MKF,42040 HOLDEN CREEK LN,SPR,MEDICAL RESPONSE,2024-04-01
24084568,MTRO,11:08:03,5MKF,42040 HOLDEN CREEK LN,SPR,MEDICAL RESPONSE,2024-04-01
24084574,MTRO,11:26:23,4RIR,244 OWOSSO DR,EUG,MEDICAL RESPONSE,2024-04-01
24084577,RFD,11:29:31,6SOL,34045 SCOTT RD,COT,MEDICAL RESPONSE,2024-04-01
24084579,MTRO,11:35:50,5SPR,1057 S 45TH ST,SPR,MEDICAL RESPONSE,2024-04-01
24084583,MTRO,11:38:08,4EUG,2157 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084586,MTRO,11:43:33,4EUG,555 OAK ST,EUG,MEDICAL RESPONSE,2024-04-01
24084587,MTRO,11:43:50,4EUG,950 BELTLINE WB,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084595,MTRO,11:54:34,4EUG,3743 NORWICH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084607,MTRO,12:09:10,4EUG,CAL YOUNG RD/GILHAM RD,EUG,MOTOR VEH ACC INJURY,2024-04-01
24084612,MTRO,12:11:31,4EUG,925 BELTLINE EB,EUG,MEDICAL RESPONSE,2024-04-01
24084613,MTRO,12:11:32,4EUG,925 BELTLINE EB,EUG,MEDICAL RESPONSE,2024-04-01
24084617,RFD,12:19:35,6LOF,28024 COTTAGE GROVE LORANE RD,COT,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084639,MTRO,12:49:01,4EUG,1190 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084652,RFD,13:03:33,5X,34901 FRANK PARRISH RD,EUG,MEDICAL RESPONSE,2024-04-01
24084655,MTRO,13:03:34,5X,34901 FRANK PARRISH RD,EUG,MEDICAL RESPONSE,2024-04-01
24084659,MTRO,13:09:10,4EUG,2025 WASHINGTON ST,EUG,RESCUE OPERATION,2024-04-01
24084664,MTRO,13:15:29,4EUG,1976 GRAHAM DR,EUG,MEDICAL RESPONSE,2024-04-01
24084681,MTRO,13:41:28,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-04-01
24084686,RFD,13:44:53,8JCF,92512 RIVER RD,JUN,MEDICAL RESPONSE,2024-04-01
24084695,MTRO,13:55:58,5SPR,I105 EB OFRP/PIONEER PARKWAY WEST,SPR,VEHICLE FIRE,2024-04-01
24084701,MTRO,14:04:54,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-04-01
24084709,RFD,14:14:07,6SOL,33433 IDYLLWILD RD,CRE,MEDICAL RESPONSE,2024-04-01
24084711,RFD,14:17:52,8LFA,AWBREY LN/HWY 99N,EUG,MOTOR VEH ACC NO INJURY,2024-04-01
24084722,MTRO,14:28:56,4EUG,27 OAKWAY CENTER,EUG,MEDICAL RESPONSE,2024-04-01
24084723,MTRO,14:30:08,4EUG,31 WESTBROOK WAY,EUG,MEDICAL RESPONSE,2024-04-01
24084732,MTRO,14:37:19,5SPR,615 33RD ST,SPR,MEDICAL RESPONSE,2024-04-01
24084736,MTRO,14:41:06,4EUG,248 W BROADWAY,EUG,FIRE ALARM,2024-04-01
24084746,MTRO,14:55:16,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084751,MTRO,14:59:47,4EUG,1650 CHAMBERS ST,EUG,MEDICAL RESPONSE,2024-04-01
24084766,MTRO,15:12:54,4EUG,2155 CUBIT ST,EUG,MEDICAL RESPONSE,2024-04-01
24084768,MTRO,15:16:18,4EUG,875 E 12TH AVE,EUG,FIRE ALARM,2024-04-01
24084774,MTRO,15:23:25,5GLW,1703 CONCORD AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084783,MTRO,15:38:21,4EUG,814 POOL ST,EUG,MEDICAL RESPONSE,2024-04-01
24084786,MTRO,15:40:39,4EUG,3358 RICHARD AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084787,RFD,15:42:35,5PGG,86720 FRANKLIN BLVD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084790,MTRO,15:42:36,5PGG,86720 FRANKLIN BLVD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084796,MTRO,15:50:20,4EUG,119 GREEN LN,EUG,MEDICAL RESPONSE,2024-04-01
24084802,MTRO,15:56:25,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-01
24084816,MTRO,16:29:12,4EUG,1800 LAKEWOOD CT,EUG,MEDICAL RESPONSE,2024-04-01
24084819,RFD,16:37:01,5MVF,92206 WHITMORE ST,MAR,AREA CHECK FOR SMOKE,2024-04-01
24084822,MTRO,16:37:45,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-01
24084823,MTRO,16:38:34,5SPR,157 12TH ST,SPR,MEDICAL RESPONSE,2024-04-01
24084825,RFD,16:39:57,8LFA,HWY 99N/CLEAR LAKE RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-01
24084834,MTRO,16:47:02,4EUG,CHARNELTON ST/W 13TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084840,MTRO,16:58:15,5SPR,1526 MAIN ST,SPR,MEDICAL RESPONSE,2024-04-01
24084849,MTRO,17:01:50,4EUG,600 E 24TH AVE,EUG,TRASH BIN FIRE,2024-04-01
24084864,MTRO,17:10:50,5SPR,1120 FAIRVIEW DR,SPR,MEDICAL RESPONSE,2024-04-01
24084867,RFD,17:14:51,8LFA,25161 PARADISE DR,JUN,MEDICAL RESPONSE,2024-04-01
24084871,MTRO,17:18:32,5SPR,1300 MOHAWK BLVD,SPR,MEDICAL RESPONSE,2024-04-01
24084875,RFD,17:20:35,5PGP,JASPER RD/WALLACE CREEK RD,SPR,MOTOR VEH ACC INJURY,2024-04-01
24084878,MTRO,17:20:36,5PGP,JASPER RD/WALLACE CREEK RD,SPR,MOTOR VEH ACC INJURY,2024-04-01
24084839,RFD,17:26:34,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084887,MTRO,17:26:35,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084893,MTRO,17:34:54,4EUG,2140 N DANEBO AVE,EUG,FIRE ALARM,2024-04-01
24084896,RFD,17:36:02,4CBF,32513 COBURG BOTTOM LOOP RD,EUG,ASSIST POLICE,2024-04-01
24084904,MTRO,17:45:05,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-01
24084906,MTRO,17:50:22,4EUG,940 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2024-04-01
24084907,MTRO,17:50:55,4EUG,2572 SPRING BLVD,EUG,MEDICAL RESPONSE,2024-04-01
24084911,MTRO,17:56:53,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084913,RFD,17:57:36,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2024-04-01
24084921,MTRO,18:08:14,4EUG,600 LOUIS ST,EUG,MEDICAL RESPONSE,2024-04-01
24084930,MTRO,18:17:47,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-01
24084936,RFD,18:24:51,8HAF,830 TERRITORIAL ST,HAR,MEDICAL RESPONSE,2024-04-01
24084939,MTRO,18:31:26,4EUG,1545 E 30TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084947,MTRO,18:44:49,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084950,MTRO,18:50:10,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-01
24084954,MTRO,18:50:44,4EUG,2517 MARTIN LUTHER KING JR BLVD,EUG,FIRE ALARM,2024-04-01
24084960,MTRO,18:56:37,5SPR,695 54TH ST,SPR,MEDICAL RESPONSE,2024-04-01
24084967,MTRO,19:00:44,4EUG,4133 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084970,RFD,19:03:21,5MKF,90107 GREENWOOD DR,LEA,MEDICAL RESPONSE,2024-04-01
24084973,MTRO,19:03:22,5MKF,90107 GREENWOOD DR,LEA,MEDICAL RESPONSE,2024-04-01
24084974,MTRO,19:05:06,4EUG,919 HATTON AVE,EUG,MEDICAL RESPONSE,2024-04-01
24084980,MTRO,19:09:59,4EUG,2718 JEPPESEN ACRES RD,EUG,MEDICAL RESPONSE,2024-04-01
24084981,MTRO,19:11:14,4EUG,780 HWY 99N,EUG,FIRE ALARM,2024-04-01
24084993,RFD,19:30:10,8LFA,87997 9TH ST,VEN,MEDICAL RESPONSE,2024-04-01
24084994,MTRO,19:31:14,4EUG,2515 FRONTIER DR,EUG,MEDICAL RESPONSE,2024-04-01
24085002,RFD,19:35:46,6SOL,34161 E CLOVERDALE RD,CRE,MEDICAL RESPONSE,2024-04-01
24085009,RFD,19:44:03,6SOL,735 S 2ND ST,CRE,MEDICAL RESPONSE,2024-04-01
24085027,MTRO,20:04:40,4EUG,I105 EB ONRP/W 6TH AVE,EUG,ASSIST POLICE,2024-04-01
24085026,MTRO,20:05:12,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-01
24085028,MTRO,20:05:44,4EUG,155 N VAN BUREN ST,EUG,ASSIST POLICE,2024-04-01
24085030,MTRO,20:09:13,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2024-04-01
24085043,MTRO,20:31:53,5SPR,850 S 55TH PL,SPR,MEDICAL RESPONSE,2024-04-01
24085045,MTRO,20:34:28,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-01
24085046,MTRO,20:35:36,4EUG,1010 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-01
24085061,MTRO,20:58:42,5SPR,1310 LAURA ST,SPR,MEDICAL RESPONSE,2024-04-01
24085063,MTRO,21:03:54,4EUG,988 HATTON AVE,EUG,MEDICAL RESPONSE,2024-04-01
24085065,MTRO,21:05:13,5SPR,5127 FORSYTHIA DR,SPR,MEDICAL RESPONSE,2024-04-01
24085067,MTRO,21:08:27,4EUG,2882 CHAMBERS ST,EUG,MEDICAL RESPONSE,2024-04-01
24085073,RFD,21:17:52,4LFU,3874 KENDRA ST,EUG,MEDICAL RESPONSE,2024-04-01
24085075,MTRO,21:17:53,4LFU,3874 KENDRA ST,EUG,MEDICAL RESPONSE,2024-04-01
24085078,MTRO,21:22:33,4EUG,1611 ADKINS ST,EUG,MEDICAL RESPONSE,2024-04-01
24085098,MTRO,21:54:03,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-04-01
24085105,MTRO,22:00:34,4EUG,3381 ROSEMONT WAY,EUG,MEDICAL RESPONSE,2024-04-01
24085110,MTRO,22:08:47,5SPR,342 T ST,SPR,MEDICAL RESPONSE,2024-04-01
24085118,MTRO,22:18:51,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-01
24085121,MTRO,22:29:19,4EUG,99 W BROADWAY,EUG,MEDICAL RESPONSE,2024-04-01
