Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
25062754,MTRO,08:45:24,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-03-10
25062767,MTRO,09:07:26,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-10
25062781,MTRO,09:20:35,4EUG,3220 CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062787,RFD,09:25:24,4CBF,91331 STALLINGS LN,EUG,MEDICAL RESPONSE,2025-03-10
25062788,MTRO,09:25:25,4CBF,91331 STALLINGS LN,EUG,MEDICAL RESPONSE,2025-03-10
25062791,MTRO,09:31:33,4EUG,1550 OAK ST,EUG,MEDICAL RESPONSE,2025-03-10
25062803,MTRO,09:50:55,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-10
25062805,MTRO,09:52:32,4EUG,2693 SHARON WAY,EUG,MEDICAL RESPONSE,2025-03-10
25062807,MTRO,09:53:26,4EUG,488 BLAIR BLVD,EUG,MEDICAL RESPONSE,2025-03-10
25062815,MTRO,10:03:01,4EUG,1410 OAK ST,EUG,MEDICAL RESPONSE,2025-03-10
25062825,MTRO,10:21:32,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-03-10
25062826,MTRO,10:25:13,4EUG,1523 WILSON CT,EUG,MEDICAL RESPONSE,2025-03-10
25062847,MTRO,10:47:17,4EUG,2570 ONYX ST,EUG,APPLIANCE FIRE,2025-03-10
25062850,MTRO,10:52:17,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2025-03-10
25062860,MTRO,11:01:35,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-10
25062875,MTRO,11:19:51,4EUG,1270 JACOBS DR,EUG,MEDICAL RESPONSE,2025-03-10
25062879,MTRO,11:24:33,4EUG,1741 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062882,MTRO,11:27:15,4EUG,5314 AUSTIN WAY,EUG,MEDICAL RESPONSE,2025-03-10
25062888,MTRO,11:31:43,4EUG,4426 FERGUS AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062890,MTRO,11:34:04,4EUG,330 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-03-10
25062895,MTRO,11:38:49,4EUG,1313 LINCOLN ST,EUG,MEDICAL RESPONSE,2025-03-10
25062899,MTRO,11:44:05,4EUG,1333 OAK PATCH RD,EUG,MEDICAL RESPONSE,2025-03-10
25062903,MTRO,11:44:41,4EUG,1553 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-03-10
25062904,MTRO,11:45:16,4EUG,3747 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062906,RFD,11:45:17,4EUG,3747 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062891,MTRO,11:57:59,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-03-10
25062914,MTRO,12:04:16,4EUG,1862 KINCAID ST,EUG,MEDICAL RESPONSE,2025-03-10
25062941,MTRO,12:33:59,4EUG,410 GARFIELD ST,EUG,MEDICAL RESPONSE,2025-03-10
25062964,MTRO,13:08:36,4EUG,1756 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-10
25062977,MTRO,13:24:59,4EUG,310 SENECA RD,EUG,FIRE ALARM,2025-03-10
25062980,MTRO,13:28:21,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-10
25062984,MTRO,13:31:13,4EUG,1015 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-10
25062987,RFD,13:33:01,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-10
25062986,MTRO,13:34:57,4EUG,100 W 10TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25062988,RFD,13:38:53,4LFA,3280 STARK CT,EUG,MEDICAL RESPONSE,2025-03-10
25062994,MTRO,13:38:54,4LFA,3280 STARK CT,EUG,MEDICAL RESPONSE,2025-03-10
25062997,MTRO,13:43:46,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-03-10
25063004,MTRO,13:48:01,4RIR,1353 RIVER RD,EUG,MEDICAL RESPONSE,2025-03-10
25063022,MTRO,14:07:57,4EUG,3110 KINSROW AVE,EUG,MEDICAL RESPONSE,2025-03-10
25063034,MTRO,14:18:57,4EUG,E 10TH AVE/HIGH ST,EUG,MOTOR VEH ACC INJURY,2025-03-10
25063039,MTRO,14:21:03,4EUG,2859 CHAD DR,EUG,MEDICAL RESPONSE,2025-03-10
25063064,MTRO,14:45:18,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-03-10
25063076,MTRO,14:49:43,4LFU,3869 ROBBIE ST,EUG,MEDICAL RESPONSE,2025-03-10
25063088,MTRO,15:02:08,4EUG,4075 AERIAL WAY,EUG,MEDICAL RESPONSE,2025-03-10
25063110,RFD,15:23:33,4LFU,CANTERBURY ST/GREENWICH AVE,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-10
25063115,MTRO,15:23:33,4LFU,CANTERBURY ST/GREENWICH AVE,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-10
25063126,MTRO,15:32:55,4EUG,1400 VALLEY RIVER DR,EUG,MEDICAL RESPONSE,2025-03-10
25063144,RFD,15:45:51,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-03-10
25063149,MTRO,15:52:24,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-03-10
25063161,MTRO,16:05:57,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-10
25063160,MTRO,16:07:27,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-10
25063162,MTRO,16:08:46,4WLE,2195 TORR AVE,EUG,MEDICAL RESPONSE,2025-03-10
25063187,MTRO,16:36:14,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-03-10
25063198,MTRO,16:44:33,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2025-03-10
25063207,MTRO,16:50:37,4EUG,170 OAKWAY RD,EUG,MEDICAL RESPONSE,2025-03-10
25063271,MTRO,18:08:30,4EUG,455 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-03-10
25063286,MTRO,18:22:22,4EUG,762 E 17TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25063292,MTRO,18:28:55,4EUG,3840 SOUZA ST,EUG,MEDICAL RESPONSE,2025-03-10
25063322,MTRO,19:15:22,4EUG,880 W 18TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25063332,MTRO,19:35:24,4EUG,2225 BURLINGTON DR,EUG,MEDICAL RESPONSE,2025-03-10
25063372,MTRO,20:48:00,4EUG,914 E 18TH AVE,EUG,LIFT ASSIST,2025-03-10
25063378,MTRO,20:48:52,4EUG,849 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-03-10
25063383,MTRO,20:57:36,4EUG,2894 TOMAHAWK LN,EUG,MEDICAL RESPONSE,2025-03-10
25063381,MTRO,20:58:31,4EUG,990 ARCADIA DR,EUG,MEDICAL RESPONSE,2025-03-10
25063384,RFD,21:03:04,4LFA,84986 CHEZEM RD,EUG,MEDICAL RESPONSE,2025-03-10
25063386,MTRO,21:03:05,4LFA,84986 CHEZEM RD,EUG,MEDICAL RESPONSE,2025-03-10
25063417,MTRO,22:05:08,4EUG,3060 RIVER RD,EUG,MEDICAL RESPONSE,2025-03-10
25063432,MTRO,22:41:58,4EUG,1845 VILLARD ST,EUG,MEDICAL RESPONSE,2025-03-10
25063438,MTRO,22:53:21,4EUG,FRANKLIN BLVD/WALNUT ST,EUG,BRUSH FIRE,2025-03-10
25063468,MTRO,23:57:22,4EUG,3998 HIGH ST,EUG,CARBON MONOXIDE ALARM,2025-03-10
25063488,MTRO,00:41:16,4EUG,150 N CLEVELAND ST,EUG,HOUSE FIRE,2025-03-11
25063497,MTRO,01:18:52,4EUG,1465 BUCK ST,EUG,MEDICAL RESPONSE,2025-03-11
25063502,MTRO,01:26:39,4LFU,2663 QUINCE ST,EUG,MEDICAL RESPONSE,2025-03-11
25063500,MTRO,01:27:19,4EUG,3847 SOUZA ST,EUG,MEDICAL RESPONSE,2025-03-11
25063546,MTRO,04:34:38,4EUG,1125 REGENCY DR,EUG,MEDICAL RESPONSE,2025-03-11
25063558,MTRO,05:36:12,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2025-03-11
25063569,MTRO,06:37:56,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-03-11
25063572,MTRO,06:48:09,4EUG,3642 WILSHIRE LN,EUG,MEDICAL RESPONSE,2025-03-11
25063581,MTRO,07:12:05,4EUG,1230 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063594,MTRO,07:39:55,4EUG,3347 LAKE GROVE DR,EUG,MEDICAL RESPONSE,2025-03-11
25063596,MTRO,07:46:05,4EUG,1459 CITY VIEW ST,EUG,MEDICAL RESPONSE,2025-03-11
25063612,MTRO,08:04:24,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-11
25063621,MTRO,08:15:50,4EUG,1801 UNIVERSITY ST,EUG,FIRE ALARM,2025-03-11
25063628,RFD,08:23:13,8LFA,NORTHWEST EXPRESSWAY/IRVING RD,EUG,MOTOR VEH ACC NO INJURY,2025-03-11
25063632,MTRO,08:26:16,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-11
25063646,RFD,08:44:31,8EUG,1075 IRVINGTON DR,EUG,MEDICAL RESPONSE,2025-03-11
25063650,MTRO,08:50:03,4EUG,4348 KATY LN,EUG,MEDICAL RESPONSE,2025-03-11
25063658,MTRO,08:57:16,4EUG,2350 CUBIT ST,EUG,MEDICAL RESPONSE,2025-03-11
25063678,MTRO,09:22:20,4EUG,3255 OLIVE ST,EUG,MEDICAL RESPONSE,2025-03-11
25063693,MTRO,09:40:11,4ZUM,28015 WILDROSE LN,EUG,MEDICAL RESPONSE,2025-03-11
25063758,MTRO,10:59:36,4RIR,1034 CUSTER CT,EUG,MEDICAL RESPONSE,2025-03-11
25063757,MTRO,11:00:01,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063737,MTRO,11:00:58,4EUG,600 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-03-11
25063767,MTRO,11:14:23,4EUG,3847 SOUZA ST,EUG,MEDICAL RESPONSE,2025-03-11
25063784,MTRO,11:34:24,4EUG,1490 W 26TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063810,MTRO,11:59:43,4EUG,1320 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063814,MTRO,12:01:50,4EUG,1426 OAK ST,EUG,MEDICAL RESPONSE,2025-03-11
25063826,MTRO,12:15:05,4EUG,2243 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2025-03-11
25063836,MTRO,12:26:24,4EUG,2580 WILLAKENZIE RD,EUG,FIRE ALARM,2025-03-11
25063840,RFD,12:31:55,8LFA,90492 LINK RD,EUG,MEDICAL RESPONSE,2025-03-11
25063846,MTRO,12:42:56,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-11
25063848,MTRO,12:44:12,4EUG,MARTIN LUTHER KING JR BLVD/COBURG RD,EUG,VEHICLE/PEDESTRIAN CRASH,2025-03-11
25063854,MTRO,12:54:09,4EUG,1845 VILLARD ST,EUG,MEDICAL RESPONSE,2025-03-11
25063856,MTRO,12:55:02,4EUG,4081 VICTORIA LN,EUG,MEDICAL RESPONSE,2025-03-11
25063862,RFD,12:55:03,4EUG,4081 VICTORIA LN,EUG,MEDICAL RESPONSE,2025-03-11
25063875,MTRO,13:10:41,4BAS,86350 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-03-11
25063902,MTRO,13:38:52,4LFU,881 SILVER LN,EUG,MEDICAL RESPONSE,2025-03-11
25063904,MTRO,13:45:50,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063928,MTRO,13:57:23,4EUG,4664 BARGER DR,EUG,MDC TEST FIRE,2025-03-11
25063952,MTRO,14:26:29,4EUG,2411 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-03-11
25063951,MTRO,14:27:18,4EUG,1240 WASHINGTON ST,EUG,MEDICAL RESPONSE,2025-03-11
25063955,MTRO,14:28:48,4EUG,2860 MONROE ST,EUG,OUTSIDE GAS LEAK,2025-03-11
25063960,MTRO,14:32:38,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-03-11
25063966,MTRO,14:47:07,4EUG,3078 MATT DR,EUG,MEDICAL RESPONSE,2025-03-11
25063973,MTRO,14:48:49,4EUG,1426 OAK ST,EUG,MEDICAL RESPONSE,2025-03-11
25063994,MTRO,15:08:36,4EUG,2405 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25063999,RFD,15:10:16,5PGG,34956 SEAVEY LOOP RD,EUG,MEDICAL RESPONSE,2025-03-11
25064003,RFD,15:10:17,5PGG,34956 SEAVEY LOOP RD,EUG,MEDICAL RESPONSE,2025-03-11
25064020,MTRO,15:29:48,4EUG,600 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-03-11
25064019,MTRO,15:31:00,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-11
25064023,MTRO,15:33:19,4EUG,1015 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-11
25064030,MTRO,15:43:54,4EUG,1755 GARFIELD ST,EUG,FIRE ALARM,2025-03-11
25064024,MTRO,15:47:51,4EUG,602 MONTARA WAY,EUG,MEDICAL RESPONSE,2025-03-11
25064037,MTRO,15:51:33,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-11
25064051,MTRO,15:58:13,5PGG,34956 SEAVEY LOOP RD,EUG,MEDICAL RESPONSE,2025-03-11
25064044,RFD,15:58:13,5PGG,34956 SEAVEY LOOP RD,EUG,MEDICAL RESPONSE,2025-03-11
25064052,MTRO,16:01:13,4EUG,19336 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-11
25064069,MTRO,16:31:19,4EUG,1337 DAVID AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064089,MTRO,16:52:59,4RIR,1400 LAKE DR,EUG,MEDICAL RESPONSE,2025-03-11
25064097,MTRO,16:58:49,4EUG,550 RIVER RD,EUG,MEDICAL RESPONSE,2025-03-11
25064100,MTRO,17:00:50,5GLW,4660 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-03-11
25064119,MTRO,17:33:11,4EUG,156 COMMONS DR,EUG,MEDICAL RESPONSE,2025-03-11
25064122,MTRO,17:38:56,4EUG,COBURG RD CONN RD/MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-03-11
25064128,MTRO,17:42:53,4EUG,500 FERRY ST,EUG,MEDICAL RESPONSE,2025-03-11
25064132,MTRO,17:45:32,4EUG,GARFIELD ST/W 12TH ALY,EUG,MEDICAL RESPONSE,2025-03-11
25064139,MTRO,17:53:52,4EUG,1090 CLARK ST,EUG,MEDICAL RESPONSE,2025-03-11
25064140,MTRO,17:57:30,4EUG,2375 CHAMBERS ST,EUG,MEDICAL RESPONSE,2025-03-11
25064158,MTRO,18:20:45,4EUG,1970 ECHO HOLLOW RD,EUG,MEDICAL RESPONSE,2025-03-11
25064161,MTRO,18:25:13,4EUG,2270 W IRWIN WAY,EUG,FLUE FIRE,2025-03-11
25064164,MTRO,18:26:36,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2025-03-11
25064193,MTRO,19:07:54,4EUG,2035 BREWER AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064213,MTRO,19:31:47,4EUG,3414 HAWTHORNE AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064216,MTRO,19:34:46,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-11
25064223,MTRO,19:39:12,4EUG,1320 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064233,MTRO,19:58:52,4EU1,85396-BLK S WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-11
25064255,MTRO,20:22:52,4EUG,2360 CHAMBERS ST,EUG,FIRE ALARM,2025-03-11
25064257,MTRO,20:25:35,4EUG,88 LINCOLN ST,EUG,MEDICAL RESPONSE,2025-03-11
25064260,RFD,20:38:51,4LFU,4809 HERMAN ST,EUG,MEDICAL RESPONSE,2025-03-11
25064263,MTRO,20:38:52,4LFU,4809 HERMAN ST,EUG,MEDICAL RESPONSE,2025-03-11
25064294,MTRO,21:21:11,4EUG,15 DIVISION AVE,EUG,FIRE ALARM,2025-03-11
25064306,MTRO,21:33:48,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064307,MTRO,21:35:45,4EUG,536 E 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064318,MTRO,21:48:58,4EUG,CITY VIEW ST/W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064328,MTRO,22:01:27,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2025-03-11
25064345,MTRO,22:39:26,4EUG,1810 MONROE ST,EUG,MEDICAL RESPONSE,2025-03-11
25064347,MTRO,22:42:59,4EUG,3382 HAWTHORNE AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064357,MTRO,22:54:33,4EUG,1260 W 3RD AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064358,MTRO,22:56:35,4EUG,1260 W 2ND AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064369,MTRO,23:10:40,4EUG,1337 DAVID AVE,EUG,MEDICAL RESPONSE,2025-03-11
25064389,MTRO,23:57:15,4EUG,5320 FOX HOLLOW RD,EUG,MEDICAL RESPONSE,2025-03-11
25064400,MTRO,00:15:51,4EUG,1485 E 19TH AVE,EUG,TRASH BIN FIRE,2025-03-12
25064402,MTRO,00:22:08,4EUG,1101 W 8TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064408,MTRO,00:44:39,4EUG,1725 W 25TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064430,MTRO,01:30:17,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-12
25064480,MTRO,04:45:20,4RIR,275 KNAPP LN,EUG,MEDICAL RESPONSE,2025-03-12
25064482,MTRO,04:51:48,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064485,MTRO,05:11:12,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2025-03-12
25064489,MTRO,05:50:48,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2025-03-12
25064497,MTRO,06:18:35,4RIR,1738 OAK DR,EUG,MEDICAL RESPONSE,2025-03-12
25064502,MTRO,06:27:22,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-12
25064507,MTRO,06:35:59,4EUG,3580 GOODPASTURE LP,EUG,MEDICAL RESPONSE,2025-03-12
25064515,MTRO,06:57:58,4LFU,3203 MARVIN DR,EUG,MEDICAL RESPONSE,2025-03-12
25064512,MTRO,07:12:03,4EUG,5320 FOX HOLLOW RD,EUG,MEDICAL RESPONSE,2025-03-12
25064527,MTRO,07:18:54,4EUG,2680 MADISON ST,EUG,MEDICAL RESPONSE,2025-03-12
25064528,MTRO,07:20:24,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2025-03-12
25064553,MTRO,07:54:19,4LFU,2655 DONEGAL ST,EUG,MEDICAL RESPONSE,2025-03-12
25064574,RFD,08:14:42,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-12
25064587,MTRO,08:36:43,4EUG,3720 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-03-12
25064616,RFD,09:02:08,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-12
25064620,MTRO,09:09:49,4EUG,W 11TH AVE/WILSON ST,EUG,MOTOR VEH ACC INJURY,2025-03-12
25064619,MTRO,09:12:09,4EUG,4880 MANZANITA ST,EUG,MEDICAL RESPONSE,2025-03-12
25064632,MTRO,09:23:20,4EUG,1990 TANEY ST,EUG,MEDICAL RESPONSE,2025-03-12
25064649,MTRO,09:37:15,4EUG,770 E 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064648,MTRO,09:40:26,4EUG,1084 BENNETT LN,EUG,MEDICAL RESPONSE,2025-03-12
25064653,MTRO,09:44:05,4EUG,2222 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-12
25064652,MTRO,09:45:06,4EUG,1071 FAIRFIELD AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064657,MTRO,09:48:58,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-12
25064661,RFD,09:48:59,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-03-12
25064665,RFD,09:52:05,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-12
25064673,MTRO,10:02:49,4EUG,2300 WARREN ST,EUG,MEDICAL RESPONSE,2025-03-12
25064691,MTRO,10:21:43,4EUG,300 N JEFFERSON ST,EUG,MEDICAL RESPONSE,2025-03-12
25064696,MTRO,10:26:07,4EUG,4588 ROYAL AVE,EUG,ASSIST POLICE,2025-03-12
25064699,RFD,10:29:40,8EUG,1075 IRVINGTON DR,EUG,MEDICAL RESPONSE,2025-03-12
25064698,MTRO,10:30:29,4EUG,641 W 5TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064703,MTRO,10:34:27,4EUG,1490 W 26TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064727,MTRO,11:05:17,4EUG,2533 CUBIT ST,EUG,MEDICAL RESPONSE,2025-03-12
25064733,MTRO,11:08:15,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-03-12
25064736,MTRO,11:11:28,4EUG,156 COMMONS DR,EUG,MEDICAL RESPONSE,2025-03-12
25064739,MTRO,11:16:19,4EUG,4588 ROYAL AVE,EUG,ASSIST POLICE,2025-03-12
25064740,MTRO,11:20:44,4EUG,3642 WILSHIRE LN,EUG,MEDICAL RESPONSE,2025-03-12
25064744,MTRO,11:27:59,4EUG,600 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-03-12
25064750,MTRO,11:37:35,4EUG,455 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-03-12
25064753,MTRO,11:40:45,4EUG,5205 GLENN ELLEN DR,EUG,MEDICAL RESPONSE,2025-03-12
25064760,MTRO,11:44:58,4EUG,1016 LINCOLN ST,EUG,MEDICAL RESPONSE,2025-03-12
25064771,MTRO,11:56:07,4EUG,1210 OAK PATCH RD,EUG,MEDICAL RESPONSE,2025-03-12
25064770,MTRO,11:56:52,4EUG,595 E 50TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064777,MTRO,12:01:00,4EUG,ROOSEVELT BLVD/N SENECA RD,EUG,MEDICAL RESPONSE,2025-03-12
25064779,MTRO,12:06:55,4EUG,162 SANTA CLARA AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064798,MTRO,12:29:38,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-03-12
25064804,MTRO,12:33:18,4EUG,600 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-03-12
25064810,MTRO,12:38:13,4EUG,100 RIVER AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064816,MTRO,12:45:41,4EUG,1295 CITY VIEW ST,EUG,MEDICAL RESPONSE,2025-03-12
25064824,MTRO,12:53:30,4EUG,3225 KINSROW AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064834,MTRO,13:04:37,4EUG,300 VALLEY RIVER CENTER,EUG,MEDICAL RESPONSE,2025-03-12
25064862,RFD,13:33:10,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-12
25064865,MTRO,13:37:59,4EUG,3747 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064874,MTRO,13:48:37,4EUG,CLUB RD/COBURG RD,EUG,MEDICAL RESPONSE,2025-03-12
25064895,MTRO,14:20:13,5WLE,89839 SPRAGUE RD,EUG,MEDICAL RESPONSE,2025-03-12
25064926,MTRO,15:04:59,4EUG,360 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-03-12
25064938,MTRO,15:14:57,4EUG,222 E BROADWAY,EUG,MEDICAL RESPONSE,2025-03-12
25064940,MTRO,15:16:22,4RIR,1923 N PARK AVE,EUG,MEDICAL RESPONSE,2025-03-12
25064947,MTRO,15:19:26,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2025-03-12
25064943,MTRO,15:21:09,4EUG,645 RIVER RD,EUG,MEDICAL RESPONSE,2025-03-12
25064961,RFD,15:41:03,5PGG,33501 FIR COVE LN,EUG,MEDICAL RESPONSE,2025-03-12
25064964,MTRO,15:41:03,5PGG,33501 FIR COVE LN,EUG,MEDICAL RESPONSE,2025-03-12
25064968,MTRO,15:47:12,4EUG,747 POND LN,EUG,MEDICAL RESPONSE,2025-03-12
25064977,MTRO,15:59:17,4EUG,W 18TH AVE/OLIVE ST,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-12
25064982,MTRO,16:03:25,4EUG,877 CHATEAU MEADOWS DR,EUG,MEDICAL RESPONSE,2025-03-12
25064999,MTRO,16:23:18,4EUG,4550 W AMAZON DR,EUG,MEDICAL RESPONSE,2025-03-12
25065028,MTRO,17:02:48,4EUG,555 RIVER RD,EUG,MEDICAL RESPONSE,2025-03-12
25065036,MTRO,17:13:04,4EUG,1815 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25065037,MTRO,17:15:20,4EUG,2710 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-12
25065049,MTRO,17:22:58,4EUG,1320 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25065065,MTRO,17:39:52,4RIR,1284 EVERGREEN DR,EUG,MEDICAL RESPONSE,2025-03-12
25065069,MTRO,17:42:30,4EUG,251 W BROADWAY,EUG,MEDICAL RESPONSE,2025-03-12
25065074,MTRO,17:49:16,4EUG,HATTON AVE/RIVER RD,EUG,MOTOR VEH ACC INJURY,2025-03-12
25065088,RFD,18:08:08,4LFA,1025 IRVING RD,EUG,MEDICAL RESPONSE,2025-03-12
25065093,MTRO,18:10:12,4EUG,1895 TABOR ST,EUG,MEDICAL RESPONSE,2025-03-12
25065094,MTRO,18:12:04,4EUG,785 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-12
25065156,MTRO,19:22:32,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-03-12
25065160,MTRO,19:26:33,4LFU,881 SILVER LN,EUG,MEDICAL RESPONSE,2025-03-12
25065159,MTRO,19:27:21,4EUG,488 BLAIR BLVD,EUG,MEDICAL RESPONSE,2025-03-12
25065162,MTRO,19:29:18,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-03-12
25065165,MTRO,19:34:38,4EUG,3455 KENDRA ST,EUG,MEDICAL RESPONSE,2025-03-12
25065190,MTRO,20:14:41,4EUG,110 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-03-12
25065195,MTRO,20:17:32,4EUG,2299 DAKOTA ST,EUG,MEDICAL RESPONSE,2025-03-12
25065199,MTRO,20:22:38,4EUG,222 E BROADWAY,EUG,MEDICAL RESPONSE,2025-03-12
25065203,MTRO,20:26:54,4EUG,1515 FETTERS LP,EUG,MEDICAL RESPONSE,2025-03-12
