yr,service,inci_id,calltime,case_id,callsource,nature,closecode,closed_as,secs_to_disp,secs_to_arrv,secs_to_close,disp,arrv,beat,priority,zip,primeunit,units_dispd,units_arrived,agency
2025,LAW ,25081075,2025-03-29 16:15:46,,PHONE,MOTOR VEH ACC NO INJURY,MVAN,MOTOR VEHICLE ACCIDENT - NO DISPATCH,,,310,0,0,EP07,1,97401,,0,0,EPD
2025,LAW ,25081076,2025-03-29 16:17:05,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,5325.0,,5330,1,0,EP03,5,97405,4E15  ,1,1,EPD
2025,LAW ,25081077,2025-03-29 16:18:34,,PHONE,DRUG INFO,INFO,INFORMATION ONLY,5090.0,,5093,1,0,EP06,5,97404,4E49  ,1,1,EPD
2025,LAW ,25081079,2025-03-29 16:21:58,,PHONE,BEAT INFORMATION,DDIS,DISREGARDED BY DISPATCH,,,3656,0,0,EP06,5,97404,,0,0,EPD
2025,OTHR,25081081,2025-03-29 16:23:40,,PHONE,"CHECK WELFARE, CAHOOTS",GOA ,GONE ON ARRIVAL,10299.0,10700.0,10705,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081082,2025-03-29 16:24:35,2505046,PHONE,BURGLARY,REPT,REPORT TAKEN,11475.0,12248.0,16593,1,1,EP07,4,97401,4W75  ,1,1,EPD
2025,LAW ,25081084,2025-03-29 16:26:28,,SELF,PATROL CHECK,ADVI,ADVISED,0.0,0.0,3152,1,1,EP02,6,97401,2F73  ,2,2,EPD
2025,LAW ,25081088,2025-03-29 16:28:22,2505041,PHONE,FOUND ANIMAL,REPT,REPORT TAKEN,4078.0,4865.0,6765,1,1,EP05,4,97402,4W75  ,1,1,EPD
2025,LAW ,25081089,2025-03-29 16:35:33,,PHONE,INFORMATION - POLICE,INFO,INFORMATION ONLY,,,1354,0,0,EP01,5,97401,,0,0,EPD
2025,LAW ,25081094,2025-03-29 16:42:49,,SELF,FLAGGED DOWN,ASST,ASSISTED,1.0,1.0,5774,1,1,EP01,6,97401,4E72  ,1,1,EPD
2025,LAW ,25081100,2025-03-29 16:12:04,2505037,MYPD,SHOPLIFT,    ,,,,0,0,0,EP05,P,97402,3W83  ,0,0,EPD
2025,LAW ,25081102,2025-03-29 16:55:13,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,2898.0,,2900,1,0,EP05,5,97402,4E49  ,1,1,EPD
2025,LAW ,25081104,2025-03-29 16:57:39,,PHONE,ILLEGAL BURNING,GOA ,GONE ON ARRIVAL,16930.0,16930.0,16935,1,1,EP05,5,97402,4E45  ,1,1,EPD
2025,OTHR,25081106,2025-03-29 16:58:11,,PHONE,"TRANSPORT, CAHOOTS",GOA ,GONE ON ARRIVAL,11669.0,,12355,1,0,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081111,2025-03-29 17:00:15,2505039,W911,ASSAULT WITH INJURY,ARR ,ARREST,164.0,590.0,23709,1,1,EP05,3,97402,3E66  ,3,3,EPD
2025,LAW ,25081114,2025-03-29 17:04:22,,PHONE,FOUND SYRINGE,INFO,INFORMATION ONLY,3090.0,3090.0,3093,1,1,EP04,5,97402,4E49  ,1,1,EPD
2025,LAW ,25081119,2025-03-29 17:08:19,2505043,PHONE,DISPUTE,REPT,REPORT TAKEN,2897.0,3755.0,6729,1,1,EP01,P,97401,4E19  ,2,2,EPD
2025,LAW ,25081123,2025-03-29 16:12:04,2505038,MYPD,THEFT,    ,,,,0,0,0,EP05,P,97402,3W83  ,0,0,EPD
2025,OTHR,25081125,2025-03-29 17:18:18,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,17977.0,,20371,1,0,EP04,7,97405,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081131,2025-03-29 17:26:45,2505040,SELF,TRAFFIC STOP,REPT,REPORT TAKEN,0.0,0.0,10277,1,1,EP05,6,97402,3E65  ,2,2,EPD
2025,LAW ,25081136,2025-03-29 17:34:58,,W911,INCOMPLETE CALL,INFO,INFORMATION ONLY,,,56,0,0,EP03,P,97405,,0,0,EPD
2025,LAW ,25081137,2025-03-29 17:35:53,,W911,ASSIST FIRE DEPARTMENT,DIS ,DISREGARD,,,2632,0,0,EP06,3,97404,,0,0,EPD
2025,LAW ,25081139,2025-03-29 17:37:22,,PHONE,TRAFFIC HAZARD,GOA ,GONE ON ARRIVAL,3064.0,3064.0,3067,1,1,EP01,3,97401,4X40  ,1,1,EPD
2025,LAW ,25081149,2025-03-29 17:45:10,,SELF,PATROL CHECK,ADVI,ADVISED,0.0,0.0,516,1,1,EP02,6,97401,4E71  ,2,2,EPD
2025,LAW ,25081152,2025-03-29 17:49:06,,PHONE,CUSTODIAL INTERFERENCE,CIV ,CIVIL ISSUE,13264.0,13623.0,16223,1,1,EP06,4,97404,6E65  ,2,2,EPD
2025,LAW ,25081158,2025-03-29 17:56:54,,PHONE,ALARM,INFO,INFORMATION ONLY,,,105,0,0,EP04,P,97402,,0,0,EPD
2025,LAW ,25081165,2025-03-29 18:01:37,,W911,MOTOR VEH ACC INJURY,DIS ,DISREGARD,,,1074,0,0,EP01,1,97408,,0,0,EPD
2025,OTHR,25081167,2025-03-29 18:05:27,,SELF,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,1.0,1.0,1985,1,1,EP02,5,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081171,2025-03-29 18:08:53,,SELF,PATROL CHECK,ADVI,ADVISED,0.0,0.0,258,1,1,EP05,6,97402,4E71  ,1,1,EPD
2025,LAW ,25081172,2025-03-29 18:11:16,,PHONE,DOG AT LARGE,GOA ,GONE ON ARRIVAL,1918.0,3662.0,3989,1,1,EP06,4,97404,4W75  ,1,1,EPD
2025,LAW ,25081173,2025-03-29 18:11:22,,PHONE,RECKLESS DRIVING,REL ,REFERRED TO OTHER AGENCY,,,890,0,0,EP01,3,97401,,0,0,EPD
2025,LAW ,25081175,2025-03-29 18:15:33,,W911,BURGLARY,ASST,ASSISTED,498.0,1257.0,1633,1,1,EP04,4,97405,4W75  ,1,1,EPD
2025,LAW ,25081178,2025-03-29 18:20:12,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,767,1,1,EP03,6,97405,4E73  ,2,1,EPD
2025,OTHR,25081184,2025-03-29 18:27:05,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,30426.0,30526.0,32232,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081185,2025-03-29 18:28:49,,W911,ILLEGAL BURNING,ADVI,ADVISED,1571.0,1571.0,1694,1,1,EP02,5,97401,3E38  ,1,1,EPD
2025,LAW ,25081186,2025-03-29 18:29:39,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,499,1,1,EP02,6,97401,4E71  ,2,2,EPD
2025,OTHR,25081187,2025-03-29 18:31:55,,PHONE,"SUICIDAL SUBJECT, CAHOOTS",ASST,ASSISTED,398.0,946.0,2603,1,1,EP04,5,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081189,2025-03-29 18:35:21,,PHONE,CHECK WELFARE,GOA ,GONE ON ARRIVAL,256.0,447.0,818,1,1,EP05,3,97402,4E49  ,2,2,EPD
2025,OTHR,25081191,2025-03-29 18:37:07,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,6422.0,6422.0,10642,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081192,2025-03-29 18:38:54,,PHONE,BEAT INFORMATION,DDIS,DISREGARDED BY DISPATCH,,,6130,0,0,EP07,5,97401,,0,0,EPD
2025,LAW ,25081195,2025-03-29 18:40:48,,SELF,PATROL CHECK,ADVI,ADVISED,0.0,0.0,315,1,1,EP02,6,97401,4E71  ,1,1,EPD
2025,LAW ,25081197,2025-03-29 18:43:27,,PHONE,THEFT,REL ,REFERRED TO OTHER AGENCY,,,1469,0,0,EP05,3,97402,,0,0,EPD
2025,LAW ,25081198,2025-03-29 18:46:00,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,523.0,,529,1,0,EP04,5,97402,4E49  ,1,1,EPD
2025,LAW ,25081200,2025-03-29 18:48:05,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,502,1,1,EP05,6,97402,4X40  ,1,1,EPD
2025,LAW ,25081201,2025-03-29 18:48:17,,PHONE,DISPUTE,ADVI,ADVISED,202.0,585.0,1249,1,1,EP05,3,97402,4E45  ,2,2,EPD
2025,LAW ,25081203,2025-03-29 18:57:00,,PHONE,DISORDERLY SUBJECT,GOA ,GONE ON ARRIVAL,6379.0,6928.0,7085,1,1,EP02,3,97401,4E72  ,2,2,EPD
2025,LAW ,25081204,2025-03-29 18:58:06,,W911,INCOMPLETE CALL,INFO,INFORMATION ONLY,,,101,0,0,EP05,P,97402,,0,0,EPD
2025,LAW ,25081206,2025-03-29 18:59:19,,PHONE,DOG BITE,WCB ,CALLER WILL CALL BACK,,,5823,0,0,EP04,4,97401,,0,0,EPD
2025,LAW ,25081207,2025-03-29 18:59:24,2505044,E911,STAB WOUND,REPT,REPORT TAKEN,42.0,127.0,138156,1,1,EP05,1,97402,4E49  ,24,23,EPD
2025,LAW ,25081208,2025-03-29 19:00:58,,W911,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,425,0,0,EP06,P,97404,,0,0,EPD
2025,LAW ,25081209,2025-03-29 19:01:26,,PHONE,MISSING PERSON,DIS ,DISREGARD,,,6630,0,0,EP02,4,97401,,0,0,EPD
2025,OTHR,25081212,2025-03-29 19:05:49,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,999.0,1660.0,3873,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081214,2025-03-29 19:07:48,,E911,BEAT INFORMATION,INFO,INFORMATION ONLY,743.0,,746,1,0,EP05,5,97402,3E68  ,1,1,EPD
2025,LAW ,25081215,2025-03-29 19:08:45,,PHONE,HARASSMENT,INFO,INFORMATION ONLY,,,247,0,0,EP01,P,97401,,0,0,EPD
2025,LAW ,25081216,2025-03-29 19:13:22,,PHONE,DRUG INFO,INFO,INFORMATION ONLY,4796.0,,4800,1,0,EP03,5,97401,4E71  ,1,1,EPD
2025,LAW ,25081217,2025-03-29 19:13:24,,PHONE,RECKLESS DRIVING,REL ,REFERRED TO OTHER AGENCY,,,1044,0,0,EP01,3,97401,,0,0,EPD
2025,LAW ,25081218,2025-03-29 19:16:15,,E911,BEAT INFORMATION,INFO,INFORMATION ONLY,370.0,,374,1,0,EP05,5,97402,4E45  ,1,1,EPD
2025,LAW ,25081219,2025-03-29 19:17:44,,PHONE,LOUD NOISE,QOA ,QUIET ON ARRIVAL,13215.0,13363.0,13499,1,1,EP07,5,97401,6E36  ,1,1,EPD
2025,LAW ,25081220,2025-03-29 19:18:11,,E911,BEAT INFORMATION,INFO,INFORMATION ONLY,3506.0,,3512,1,0,EP07,5,97401,4E15  ,1,1,EPD
2025,OTHR,25081221,2025-03-29 19:24:20,,PHONE,"TRANSPORT, CAHOOTS",ASST,ASSISTED,15183.0,15560.0,23732,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081224,2025-03-29 19:27:47,,PHONE,INFORMATION - POLICE,DIS ,DISREGARD,,,253,0,0,EP05,5,97402,,0,0,EPD
2025,OTHR,25081225,2025-03-29 19:29:20,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,16094.0,18309.0,20486,1,1,EP03,7,97405,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081232,2025-03-29 19:38:12,2505045,W911,DISORDERLY SUBJECT,ARR ,ARREST,443.0,443.0,3650,1,1,EP05,3,97402,4E45  ,3,3,EPD
2025,LAW ,25081236,2025-03-29 19:45:38,,PHONE,AUDIBLE ALARM,INFO,INFORMATION ONLY,,,65,0,0,EP04,P,97402,,0,0,EPD
2025,LAW ,25081237,2025-03-29 19:47:39,,PHONE,CRIMINAL MISCHIEF,REL ,REFERRED TO OTHER AGENCY,,,167,0,0,EP07,P,97401,,0,0,EPD
2025,OTHR,25081240,2025-03-29 19:50:26,,PHONE,"PUBLIC ASSIST, CAHOOTS",REL ,REFERRED TO OTHER AGENCY,,,12519,0,0,EP06,7,97404,,0,0,EPD
2025,LAW ,25081245,2025-03-29 19:55:00,,W911,MOTOR VEH ACC NO INJURY,MVAN,MOTOR VEHICLE ACCIDENT - NO DISPATCH,,,319,0,0,EP01,1,97401,,0,0,EPD
2025,LAW ,25081247,2025-03-29 19:57:43,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,11015.0,11015.0,11022,1,1,EP03,5,97405,4E19  ,1,1,EPD
2025,LAW ,25081249,2025-03-29 19:58:47,,PHONE,RECKLESS DRIVING,REL ,REFERRED TO OTHER AGENCY,,,632,0,0,EP05,3,97402,,0,0,EPD
2025,LAW ,25081252,2025-03-29 20:05:39,,PHONE,AUDIBLE ALARM,INFO,INFORMATION ONLY,,,111,0,0,EP03,P,97403,,0,0,EPD
2025,LAW ,25081259,2025-03-29 20:19:17,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,2002.0,2883.0,4568,1,1,EP05,3,97402,5E59  ,2,2,EPD
2025,LAW ,25081261,2025-03-29 20:22:20,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,1016.0,,1018,1,0,EP06,5,97404,4E45  ,1,1,EPD
2025,LAW ,25081262,2025-03-29 20:22:26,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,220,1,1,EP05,6,97402,3E65  ,1,1,EPD
2025,LAW ,25081269,2025-03-29 20:27:55,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,676.0,,678,1,0,EP05,5,97402,4E45  ,1,1,EPD
2025,LAW ,25081272,2025-03-29 20:33:06,,PHONE,CRIMINAL TRESPASS,ADVI,ADVISED,1297.0,1297.0,1306,1,1,EP04,4,97405,4E45  ,1,1,EPD
2025,LAW ,25081277,2025-03-29 20:39:35,,W911,ATTEMPT TO LOCATE DRUNK DRIVER,REL ,REFERRED TO OTHER AGENCY,,,1385,0,0,EP02,3,97401,,0,0,EPD
2025,LAW ,25081281,2025-03-29 20:44:33,,SELF,TRAFFIC STOP,WARN,WARNING,1.0,1.0,386,1,1,EP02,6,97401,5E25  ,1,1,EPD
2025,LAW ,25081284,2025-03-29 20:46:06,,PHONE,CHECK WELFARE,WELC,WELFARE CHECK DONE,579.0,922.0,1756,1,1,EP01,3,97408,4E15  ,2,1,EPD
2025,LAW ,25081286,2025-03-29 20:48:33,,SELF,PERSON STOP,PCHK,PATROL CHECK,1.0,1.0,942,1,1,EP05,6,97402,3E65  ,1,0,EPD
2025,LAW ,25081287,2025-03-29 20:52:19,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,540.0,,544,1,0,EP07,5,97401,5E26  ,1,1,EPD
2025,LAW ,25081290,2025-03-29 20:57:27,,SELF,RECKLESS DRIVING,UTL ,UNABLE TO LOCATE,0.0,0.0,617,1,1,EP05,P,97402,5T81  ,3,2,EPD
2025,LAW ,25081294,2025-03-29 21:01:19,,PHONE,INFORMATION - POLICE,INFO,INFORMATION ONLY,,,1185,0,0,EP06,5,97404,,0,0,EPD
2025,LAW ,25081296,2025-03-29 21:05:17,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,466,1,1,EP05,6,97402,3E65  ,1,1,EPD
2025,LAW ,25081297,2025-03-29 21:05:46,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,841,1,1,EP07,6,97401,5E26  ,1,1,EPD
2025,LAW ,25081298,2025-03-29 21:07:19,,W911,DISPUTE,UTL ,UNABLE TO LOCATE,150.0,309.0,829,1,1,EP02,3,97401,4E72  ,2,2,EPD
2025,LAW ,25081299,2025-03-29 21:07:37,,SELF,TRAFFIC STOP,ADVI,ADVISED,0.0,0.0,239,1,1,EP05,6,97402,4E19  ,1,1,EPD
2025,LAW ,25081302,2025-03-29 21:11:56,2505047,W911,DISPUTE,REPT,REPORT TAKEN,278.0,609.0,5703,1,1,EP05,3,97402,5E25  ,2,2,EPD
2025,OTHR,25081303,2025-03-29 21:13:37,,PHONE,"PUBLIC ASSIST, CAHOOTS",DIS ,DISREGARD,22259.0,,22264,1,0,EP01,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081309,2025-03-29 21:21:22,,SELF,CHECK WELFARE,ASST,ASSISTED,1.0,1.0,1752,1,1,EP02,P,97401,4E72  ,2,2,EPD
2025,OTHR,25081310,2025-03-29 21:24:26,,SELF,"TRANSPORT, CAHOOTS",ASST,ASSISTED,707.0,1230.0,3204,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081312,2025-03-29 21:25:08,,W911,INCOMPLETE CALL,INFO,INFORMATION ONLY,,,33,0,0,EP05,P,97402,,0,0,EPD
2025,OTHR,25081314,2025-03-29 21:28:04,,PHONE,"PUBLIC ASSIST, CAHOOTS",UTL ,UNABLE TO LOCATE,8359.0,8366.0,8952,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081316,2025-03-29 21:29:27,,PHONE,LOUD PARTY,QOA ,QUIET ON ARRIVAL,2601.0,2601.0,2610,1,1,EP05,5,97402,4E19  ,1,1,EPD
2025,LAW ,25081319,2025-03-29 21:35:01,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,432.0,432.0,435,1,1,EP01,5,97401,5E26  ,1,1,EPD
2025,LAW ,25081322,2025-03-29 21:39:27,2505048,E911,DISPUTE,ARR ,ARREST,233.0,608.0,14336,1,1,EP03,3,97403,6E35  ,3,3,EPD
2025,LAW ,25081323,2025-03-29 21:40:02,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,1037,1,1,EP05,6,97402,6E68  ,1,1,EPD
2025,LAW ,25081327,2025-03-29 21:46:26,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,395.0,3939,1,1,EP01,6,97408,6E36  ,1,1,EPD
2025,LAW ,25081330,2025-03-29 21:49:50,,E911,SHOTS FIRED,UTL ,UNABLE TO LOCATE,348.0,745.0,1127,1,1,EP05,3,97402,5T81  ,2,2,EPD
2025,LAW ,25081332,2025-03-29 21:51:47,,W911,BEAT INFORMATION,INFO,INFORMATION ONLY,513.0,513.0,515,1,1,EP05,5,97402,6E68  ,1,1,EPD
2025,LAW ,25081335,2025-03-29 21:53:32,,PHONE,CRIMINAL TRESPASS,UH  ,UNHOUSED RELATED ISSUE,3262.0,3652.0,5361,1,1,EP01,4,97401,4E15  ,2,2,EPD
2025,LAW ,25081339,2025-03-29 22:02:53,,SELF,DISABLED VEHICLE,ASST,ASSISTED,1.0,1.0,144,1,1,EP05,P,97402,4W75  ,1,1,EPD
2025,LAW ,25081340,2025-03-29 22:02:57,,E911,OVERDOSE,DIS ,DISREGARD,,,298,0,0,EP05,1,97402,,0,0,EPD
2025,LAW ,25081345,2025-03-29 22:10:09,,PHONE,SUSPICIOUS SUBJECT,PCHK,PATROL CHECK,1404.0,1616.0,4161,1,1,EP07,3,97401,4E71  ,2,2,EPD
2025,LAW ,25081346,2025-03-29 22:10:29,,PHONE,RECKLESS ENDANGERING,UTL ,UNABLE TO LOCATE,1456.0,1456.0,1462,1,1,EP05,3,97402,4E45  ,1,1,EPD
2025,LAW ,25081347,2025-03-29 22:11:10,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,278.0,278.0,282,1,1,EP04,5,97405,4E45  ,1,1,EPD
2025,LAW ,25081349,2025-03-29 22:12:05,,SELF,RECKLESS DRIVING,UTL ,UNABLE TO LOCATE,1.0,198.0,2623,1,1,EP05,P,97402,4E19  ,4,2,EPD
2025,LAW ,25081350,2025-03-29 22:12:45,,W911,DISPUTE,WELC,WELFARE CHECK DONE,146.0,286.0,1182,1,1,EP02,3,97401,4E72  ,2,2,EPD
2025,LAW ,25081357,2025-03-29 22:18:41,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,628.0,628.0,632,1,1,EP02,5,97401,4E71  ,1,1,EPD
2025,LAW ,25081360,2025-03-29 22:21:47,,PHONE,ATTEMPT TO LOCATE DRUNK DRIVER,UTL ,UNABLE TO LOCATE,561.0,561.0,564,1,1,EP01,3,97401,4K93  ,1,1,EPD
2025,LAW ,25081361,2025-03-29 22:25:12,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,709,1,1,EP05,6,97402,5T81  ,2,2,EPD
2025,LAW ,25081365,2025-03-29 22:29:51,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,1259,1,1,EP05,6,97402,5E59  ,2,2,EPD
2025,LAW ,25081366,2025-03-29 22:30:13,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,1.0,1.0,566,1,1,EP05,6,97402,6E67  ,1,1,EPD
2025,LAW ,25081374,2025-03-29 22:38:50,,PHONE,ALARM,INFO,INFORMATION ONLY,,,78,0,0,EP06,P,97404,,0,0,EPD
2025,LAW ,25081377,2025-03-29 22:42:18,,PHONE,LOUD NOISE,DDIS,DISREGARDED BY DISPATCH,1727.0,1727.0,30420,1,1,EP04,5,97402,6E68  ,1,1,EPD
2025,LAW ,25081379,2025-03-29 22:44:35,,W911,DOG AT LARGE,PCHK,PATROL CHECK,461.0,461.0,1061,1,1,EP04,3,97402,4W75  ,1,1,EPD
2025,LAW ,25081382,2025-03-29 22:53:18,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,373,1,1,EP05,6,97402,4E19  ,2,2,EPD
2025,LAW ,25081384,2025-03-29 22:56:10,,SELF,TRAFFIC STOP,SBCK,SOBRIETY CHECK,0.0,0.0,342,1,1,EP05,6,97402,6E68  ,1,1,EPD
2025,LAW ,25081388,2025-03-29 23:00:40,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,361,1,1,EP05,6,97402,5E59  ,1,1,EPD
2025,OTHR,25081392,2025-03-29 23:04:01,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,3198.0,,3211,1,0,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081396,2025-03-29 23:08:15,2505050,SELF,PATROL CHECK,CLC ,CITED IN LIEU OF CUSTODY,0.0,0.0,8600,1,1,EP05,6,97402,5T81  ,3,3,EPD
2025,LAW ,25081399,2025-03-29 23:10:29,,W911,ILLEGAL BURNING,ADVI,ADVISED,426.0,426.0,785,1,1,EP05,5,97402,4E19  ,1,1,EPD
2025,LAW ,25081400,2025-03-29 23:14:25,2505049,PHONE,SEX ABUSE,REPT,REPORT TAKEN,693.0,1206.0,23964,1,1,EP03,3,97405,6E36  ,2,2,EPD
2025,LAW ,25081406,2025-03-29 23:21:08,,PHONE,ALARM,INFO,INFORMATION ONLY,,,119,0,0,EP05,P,97402,,0,0,EPD
2025,LAW ,25081407,2025-03-29 23:22:24,,SELF,TRAFFIC STOP,ASST,ASSISTED,1.0,1.0,1621,1,1,EP05,6,97402,6E67  ,2,2,EPD
2025,LAW ,25081410,2025-03-29 23:26:52,,PHONE,CRIMINAL TRESPASS,UTL ,UNABLE TO LOCATE,343.0,357.0,720,1,1,EP04,4,97402,6E65  ,2,2,EPD
2025,LAW ,25081412,2025-03-29 23:33:34,,PHONE,DISPUTE,ADVI,ADVISED,1919.0,2207.0,3955,1,1,EP07,3,97401,4E71  ,2,2,EPD
2025,LAW ,25081415,2025-03-29 23:38:05,,SELF,PERSON STOP,WARN,WARNING,0.0,0.0,34,1,1,EP05,6,97402,4E45  ,1,1,EPD
2025,LAW ,25081418,2025-03-29 23:40:51,2505053,SELF,LOCATION WANTED SUBJECT,REPT,REPORT TAKEN,1.0,1.0,7046,1,1,EP04,P,97402,6E68  ,8,8,EPD
2025,LAW ,25081420,2025-03-29 23:46:40,,PHONE,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,48,0,0,EP02,P,97401,,0,0,EPD
2025,LAW ,25081426,2025-03-29 23:56:59,,PHONE,SHOTS FIRED,PCHK,PATROL CHECK,1152.0,,1154,1,0,EP07,3,97401,4E19  ,1,1,EPD
2025,OTHR,25081427,2025-03-29 23:59:22,,PHONE,"ASSIST PD, CAHOOTS",ASST,ASSISTED,5.0,276.0,1440,1,1,EP03,5,97405,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081432,2025-03-30 00:07:02,,SELF,PERSON STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,764,1,1,EP05,6,97402,4X40  ,2,2,EPD
2025,LAW ,25081435,2025-03-30 00:13:19,,PHONE,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,248,0,0,EP05,5,97402,,0,0,EPD
2025,LAW ,25081436,2025-03-30 00:16:44,,PHONE,LOUD NOISE,DIS ,DISREGARD,,,6702,0,0,EP05,5,97402,,0,0,EPD
2025,LAW ,25081439,2025-03-30 00:22:05,,SELF,FLAGGED DOWN,RSLV,RESOLVED,1.0,1.0,794,1,1,EP02,6,97401,4E19  ,3,3,EPD
2025,LAW ,25081441,2025-03-30 00:23:38,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,282.0,282.0,291,1,1,EP02,5,97401,5E25  ,1,1,EPD
2025,LAW ,25081446,2025-03-30 00:32:06,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,846,1,1,EP07,6,97401,5E25  ,1,1,EPD
2025,LAW ,25081451,2025-03-30 00:36:06,,W911,ILLEGAL BURNING,GOA ,GONE ON ARRIVAL,3986.0,3986.0,3988,1,1,EP02,5,97401,4E71  ,1,1,EPD
2025,LAW ,25081454,2025-03-30 00:42:03,,PHONE,UNAUTHORIZED USE OF VEHICLE,UTL ,UNABLE TO LOCATE,21235.0,21245.0,23661,1,1,EP05,3,97402,1W81  ,1,1,EPD
2025,LAW ,25081456,2025-03-30 00:43:15,2505051,SELF,TRAFFIC STOP,CLC ,CITED IN LIEU OF CUSTODY,0.0,0.0,839,1,1,EP02,6,97401,4X40  ,3,3,EPD
2025,LAW ,25081457,2025-03-30 00:44:39,,W911,FIGHT,UTL ,UNABLE TO LOCATE,91.0,224.0,409,1,1,EP01,3,97401,4E71  ,4,4,EPD
2025,LAW ,25081459,2025-03-30 00:46:03,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,757.0,5293,1,1,EP07,6,97401,4W75  ,1,1,EPD
2025,LAW ,25081462,2025-03-30 00:49:32,,PHONE,ATTEMPT TO LOCATE DRUNK DRIVER,UTL ,UNABLE TO LOCATE,1133.0,2090.0,2094,1,1,EP06,3,97404,4E19  ,1,1,EPD
2025,OTHR,25081466,2025-03-30 00:58:03,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,3765.0,4063.0,6655,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25081467,2025-03-30 01:04:02,2505052,SELF,PATROL CHECK,ARR ,ARREST,1.0,1.0,7044,1,1,EP02,6,97401,5E25  ,2,2,EPD
2025,LAW ,25081476,2025-03-30 01:18:11,,PHONE,PROWLER,UTL ,UNABLE TO LOCATE,417.0,624.0,1411,1,1,EP03,3,97403,4E15  ,5,4,EPD
2025,LAW ,25081477,2025-03-30 01:18:25,,W911,DISPUTE,WELC,WELFARE CHECK DONE,246.0,477.0,1243,1,1,EP04,3,97402,4E71  ,3,3,EPD
